_id	_cws.church.foc10.nav.weight.nobound	_count.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_count.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_count.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_count.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_count.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_count.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_count.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_count.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_count.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_count.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_count.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_count.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_count.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_count.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_count.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_count.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_count.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_count.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_count.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_count.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_count.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_count.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_count.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_count.church.foc5.all.noweight.bound
church/n/wlp_ie_g03/17478304	dogma/n	1.0	dogma/n	1.0	be/v;biology/n;child/n;conceive/v;cross/v;dogma/n;result/n;time/n;will/v	9	as/i;dogma/n	2	as/i;dogma/n	2	as/i;be/v;biology/n;child/n;conceive/v;cross/v;dogma/n;i/p;not/x;result/n;time/n;will/v	12	dogma/n	1.0	dogma/n	1.0	be/v;biology/n;dogma/n;result/n	4	dogma/n	1.0	dogma/n	1.0	be/v;biology/n;dogma/n;not/x;result/n	5	dogma/n	1.0	dogma/n	1.0	be/v;biology/n;dogma/n	3	dogma/n	1	dogma/n	1	be/v;biology/n;dogma/n;not/x	4	dogma/n	1.0	dogma/n	1.0	be/v;biology/n;dogma/n	3.0	dogma/n	1.0	dogma/n	1.0	be/v;biology/n;dogma/n;not/x	4
church/n/wlp_ie_g03/20568569	church/n;context/n;corny/j;independent/j	4.0	church/n;context/n;corny/j;independent/j	4.0	be/v;church/n;context/n;corny/j;give/v;independent/j;study/n;video/n	8	church/n;context/n;corny/j;in/i;independent/j;of/i	6	church/n;context/n;corny/j;in/i;independent/j;of/i	6	at/r;be/v;but/c;church/n;context/n;corny/j;give/v;in/i;independent/j;it/p;least/r;of/i;study/n;that/c;video/n	15	church/n;context/n	2.0	church/n;context/n	2.0	be/v;church/n;context/n;give/v;video/n	5	church/n;context/n;in/i	3.0	church/n;context/n;in/i	3.0	be/v;church/n;context/n;give/v;in/i;video/n	6	church/n;context/n;corny/j;independent/j	4.0	church/n;context/n;corny/j;independent/j	4.0	be/v;church/n;context/n;corny/j;give/v;independent/j;study/n;video/n	8	church/n;context/n;corny/j;in/i;independent/j;of/i	6	church/n;context/n;corny/j;in/i;independent/j;of/i	6	at/r;be/v;but/c;church/n;context/n;corny/j;give/v;in/i;independent/j;it/p;least/r;of/i;study/n;that/c;video/n	15	church/n;context/n	2.0	church/n;context/n	2.0	be/v;church/n;context/n;give/v;video/n	5.0	church/n;context/n;in/i	3.0	church/n;context/n;in/i	3.0	be/v;church/n;context/n;give/v;in/i;video/n	6
church/n/wlp_ie_g03/2684887	catholic/j;church/n;ireland/n;remain/v;roman/j	5.0	catholic/j;church/n;ireland/n;remain/v;roman/j	5.0	catholic/j;church/n;day/n;have/v;ireland/n;prestige/n;remain/v;roman/j	8	and/c;both/r;catholic/j;church/n;ireland/n;of/i;remain/v;roman/j	8	and/c;both/r;catholic/j;church/n;ireland/n;of/i;remain/v;roman/j	8	and/c;both/r;catholic/j;church/n;day/n;for/i;have/v;ireland/n;it/p;of/i;prestige/n;regardless/r;remain/v;roman/j	14	catholic/j;church/n;ireland/n;roman/j	4.0	catholic/j;church/n;ireland/n;roman/j	4.0	catholic/j;church/n;ireland/n;roman/j	4	and/c;both/r;catholic/j;church/n;ireland/n;roman/j	6.0	and/c;both/r;catholic/j;church/n;ireland/n;roman/j	6.0	and/c;both/r;catholic/j;church/n;for/i;ireland/n;roman/j	7	catholic/j;church/n;ireland/n;remain/v;roman/j	5.0	catholic/j;church/n;ireland/n;remain/v;roman/j	5.0	catholic/j;church/n;day/n;have/v;ireland/n;remain/v;roman/j	7	and/c;both/r;catholic/j;church/n;ireland/n;of/i;remain/v;roman/j	8	and/c;both/r;catholic/j;church/n;ireland/n;of/i;remain/v;roman/j	8	and/c;both/r;catholic/j;church/n;day/n;for/i;have/v;ireland/n;it/p;of/i;remain/v;roman/j	12	catholic/j;church/n;ireland/n;roman/j	4.0	catholic/j;church/n;ireland/n;roman/j	4.0	catholic/j;church/n;ireland/n;roman/j	4.0	and/c;both/r;catholic/j;church/n;ireland/n;of/i;roman/j	7.0	and/c;both/r;catholic/j;church/n;ireland/n;of/i;roman/j	7.0	and/c;both/r;catholic/j;church/n;for/i;ireland/n;of/i;roman/j	8
church/n/wlp_ie_g03/6519537	believe/v;destruction/n;other/j;psalm/n	4.0	believe/v;destruction/n;other/j;psalm/n	4.0	be/v;believe/v;change/n;destruction/n;have/v;other/j;psalm/n;will/v	8	believe/v;common/i;destruction/n;in/i;of/i;other/j;psalm/n;to/i	8	believe/v;common/i;destruction/n;in/i;of/i;other/j;psalm/n;to/i	8	be/v;believe/v;change/n;common/i;destruction/n;have/v;i/p;in/i;of/i;other/j;psalm/n;to/i;we/p;will/v;with/i	15	believe/v;other/j	2.0	believe/v;other/j	2.0	believe/v;change/n;other/j	3	believe/v;common/i;in/i;other/j	4.0	believe/v;common/i;in/i;other/j	4.0	believe/v;change/n;common/i;i/p;in/i;other/j;with/i	7	destruction/n;other/j	2.0	destruction/n;other/j	2.0	destruction/n;have/v;other/j	3	common/i;destruction/n;in/i;of/i;other/j	5	common/i;destruction/n;in/i;of/i;other/j	5	common/i;destruction/n;have/v;in/i;of/i;other/j;we/p;with/i	8	other/j	1.0	other/j	1.0	other/j	1.0	common/i;in/i;other/j	3.0	common/i;in/i;other/j	3.0	common/i;in/i;other/j;with/i	4
church/n/wlp_ie_g03/6529155	catechesis/n;life/n;parish/n;traditional/j	4.0	catechesis/n;life/n;parish/n;traditional/j	4.0	be/v;catechesis/n;life/n;parish/n;possibility/n;real/j;reassertion/n;strength/n;traditional/j;undercurrent/n	10	and/c;catechesis/n;life/n;of/i;parish/n;traditional/j	6	and/c;catechesis/n;life/n;of/i;parish/n;traditional/j	6	and/c;be/v;catechesis/n;life/n;of/i;parish/n;possibility/n;real/j;reassertion/n;strength/n;traditional/j;undercurrent/n	12	traditional/j	1.0	traditional/j	1.0	be/v;possibility/n;real/j;strength/n;traditional/j	5	traditional/j	1.0	traditional/j	1.0	be/v;possibility/n;real/j;strength/n;traditional/j	5	catechesis/n;life/n;parish/n;traditional/j	4.0	catechesis/n;life/n;parish/n;traditional/j	4.0	be/v;catechesis/n;life/n;parish/n;possibility/n;real/j;reassertion/n;strength/n;traditional/j;undercurrent/n	10	and/c;catechesis/n;life/n;of/i;parish/n;traditional/j	6	and/c;catechesis/n;life/n;of/i;parish/n;traditional/j	6	and/c;be/v;catechesis/n;life/n;of/i;parish/n;possibility/n;real/j;reassertion/n;strength/n;traditional/j;undercurrent/n	12	traditional/j	1.0	traditional/j	1.0	be/v;possibility/n;real/j;strength/n;traditional/j	5.0	traditional/j	1.0	traditional/j	1.0	be/v;possibility/n;real/j;strength/n;traditional/j	5
church/n/wlp_ie_g03/8291109	building/n;encompass/v;parish/n;playground/n;surrounding/j	5.0	building/n;encompass/v;parish/n;playground/n;surrounding/j	5.0	area/n;be/v;building/n;encompass/v;garden/n;inclusion/n;location/n;oasis/n;parish/n;playground/n;surrounding/j	11	and/c;building/n;encompass/v;of/i;parish/n;playground/n;surrounding/j	7	and/c;building/n;encompass/v;of/i;parish/n;playground/n;surrounding/j	7	and/c;area/n;be/v;building/n;encompass/v;garden/n;hopefully/r;inclusion/n;location/n;oasis/n;of/i;parish/n;playground/n;surrounding/j	14	building/n;encompass/v;playground/n;surrounding/j	4.0	building/n;encompass/v;playground/n;surrounding/j	4.0	area/n;building/n;encompass/v;garden/n;playground/n;surrounding/j	6	and/c;building/n;encompass/v;playground/n;surrounding/j	5.0	and/c;building/n;encompass/v;playground/n;surrounding/j	5.0	and/c;area/n;building/n;encompass/v;garden/n;hopefully/r;playground/n;surrounding/j	8	building/n;encompass/v;parish/n;playground/n;surrounding/j	5.0	building/n;encompass/v;parish/n;playground/n;surrounding/j	5.0	area/n;be/v;building/n;encompass/v;garden/n;inclusion/n;location/n;oasis/n;parish/n;playground/n;surrounding/j	11	and/c;building/n;encompass/v;of/i;parish/n;playground/n;surrounding/j	7	and/c;building/n;encompass/v;of/i;parish/n;playground/n;surrounding/j	7	and/c;area/n;be/v;building/n;encompass/v;garden/n;hopefully/r;inclusion/n;location/n;oasis/n;of/i;parish/n;playground/n;surrounding/j	14	building/n;encompass/v;playground/n;surrounding/j	4.0	building/n;encompass/v;playground/n;surrounding/j	4.0	area/n;building/n;encompass/v;garden/n;playground/n;surrounding/j	6.0	and/c;building/n;encompass/v;playground/n;surrounding/j	5.0	and/c;building/n;encompass/v;playground/n;surrounding/j	5.0	and/c;area/n;building/n;encompass/v;garden/n;hopefully/r;playground/n;surrounding/j	8
church/n/wlp_ie_g03/9627998	adelaide/n;de/n;go/v;jesuit/n;letter/n;serve/v	6.0	adelaide/n;de/n;go/v;jesuit/n;letter/n;serve/v	6.0	adelaide/n;cic/n;de/n;go/v;have/v;jesuit/n;letter/n;serve/v;time/n	9	adelaide/n;at/i;de/n;go/v;in/i;jesuit/n;letter/n;serve/v;to/i;where/r	10	adelaide/n;at/i;de/n;go/v;in/i;jesuit/n;letter/n;serve/v;to/i;where/r	10	adelaide/n;already/r;at/i;cic/n;de/n;go/v;have/v;in/i;jesuit/n;letter/n;serve/v;time/n;to/i;where/r	14	adelaide/n;go/v;letter/n;serve/v	4.0	adelaide/n;go/v;letter/n;serve/v	4.0	adelaide/n;go/v;letter/n;serve/v	4	adelaide/n;go/v;in/i;letter/n;serve/v;to/i	6.0	adelaide/n;go/v;in/i;letter/n;serve/v;to/i	6.0	adelaide/n;already/r;go/v;in/i;letter/n;serve/v;to/i	7	adelaide/n;de/n;go/v;jesuit/n;letter/n;serve/v	6.0	adelaide/n;de/n;go/v;jesuit/n;letter/n;serve/v	6.0	adelaide/n;cic/n;de/n;go/v;have/v;jesuit/n;letter/n;serve/v;time/n	9	adelaide/n;at/i;de/n;go/v;in/i;jesuit/n;letter/n;serve/v;to/i;where/r	10	adelaide/n;at/i;de/n;go/v;in/i;jesuit/n;letter/n;serve/v;to/i;where/r	10	adelaide/n;already/r;at/i;cic/n;de/n;go/v;have/v;in/i;jesuit/n;letter/n;serve/v;time/n;to/i;where/r	14	adelaide/n;go/v;letter/n;serve/v	4.0	adelaide/n;go/v;letter/n;serve/v	4.0	adelaide/n;go/v;letter/n;serve/v	4.0	adelaide/n;go/v;in/i;letter/n;serve/v;to/i	6.0	adelaide/n;go/v;in/i;letter/n;serve/v;to/i	6.0	adelaide/n;already/r;go/v;in/i;letter/n;serve/v;to/i	7
church/n/wlp_ie_g03/9930210	celebrate/v;eucharistic/j;service/n;wish/v	4.0	celebrate/v;eucharistic/j;service/n;wish/v	4.0	be/v;celebrate/v;description/n;eucharistic/j;service/n;showcase/n;upcoming/j;wish/v;wonderful/j	9	and/c;celebrate/v;eucharistic/j;indeed/r;of/i;service/n;wish/v	7	and/c;celebrate/v;eucharistic/j;indeed/r;of/i;service/n;wish/v	7	and/c;be/v;celebrate/v;description/n;eucharistic/j;indeed/r;of/i;service/n;showcase/n;upcoming/j;we/p;wish/v;with/i;wonderful/j	14	celebrate/v;wish/v	2.0	celebrate/v;wish/v	2.0	celebrate/v;description/n;wish/v;wonderful/j	4	and/c;celebrate/v;of/i;wish/v	4.0	and/c;celebrate/v;of/i;wish/v	4.0	and/c;celebrate/v;description/n;of/i;we/p;wish/v;wonderful/j	7	celebrate/v;eucharistic/j;service/n;wish/v	4.0	celebrate/v;eucharistic/j;service/n;wish/v	4.0	be/v;celebrate/v;description/n;eucharistic/j;service/n;showcase/n;upcoming/j;wish/v;wonderful/j	9	and/c;celebrate/v;eucharistic/j;indeed/r;of/i;service/n;wish/v	7	and/c;celebrate/v;eucharistic/j;indeed/r;of/i;service/n;wish/v	7	and/c;be/v;celebrate/v;description/n;eucharistic/j;indeed/r;of/i;service/n;showcase/n;upcoming/j;we/p;wish/v;with/i;wonderful/j	14	celebrate/v;wish/v	2.0	celebrate/v;wish/v	2.0	celebrate/v;description/n;wish/v;wonderful/j	4.0	and/c;celebrate/v;of/i;wish/v	4.0	and/c;celebrate/v;of/i;wish/v	4.0	and/c;celebrate/v;description/n;of/i;we/p;wish/v;wonderful/j	7
church/n/wlp_ie_g03/9932166	welcome/n	1.0	welcome/n	1.0	food/n;have/v;look/v;prepare/v;transport/n;welcome/n;will/v	7	and/c;welcome/n	2	and/c;welcome/n	2	after/i;and/c;food/n;have/v;look/v;prepare/v;that/c;transport/n;welcome/n;who/p;will/v	11					have/v;look/v;prepare/v	3	and/c	1.0	and/c	1.0	and/c;have/v;look/v;prepare/v;who/p	5	welcome/n	1.0	welcome/n	1.0	food/n;have/v;look/v;prepare/v;transport/n;welcome/n;will/v	7	and/c;welcome/n	2	and/c;welcome/n	2	after/i;and/c;food/n;have/v;look/v;prepare/v;that/c;transport/n;welcome/n;who/p;will/v	11					have/v;look/v;prepare/v	3.0	and/c	1.0	and/c	1.0	and/c;have/v;look/v;prepare/v;who/p	5
church/n/wlp_ie_g03/997451	assemble/v;community/n;passage/n;prayer/n;whole/j	5.0	assemble/v;community/n;passage/n;prayer/n;whole/j	5.0	actual/j;assemble/v;be/v;community/n;passage/n;prayer/n;whole/j	7	assemble/v;community/n;of/i;passage/n;prayer/n;whole/j	6	assemble/v;community/n;of/i;passage/n;prayer/n;whole/j	6	actual/j;always/r;assemble/v;be/v;community/n;far/r;here/r;of/i;passage/n;prayer/n;whole/j	11	prayer/n	1.0	prayer/n	1.0	be/v;prayer/n	2	of/i;prayer/n	2.0	of/i;prayer/n	2.0	always/r;be/v;of/i;prayer/n	4	assemble/v;community/n;prayer/n	3.0	assemble/v;community/n;prayer/n	3.0	actual/j;assemble/v;be/v;community/n;prayer/n	5	assemble/v;community/n;of/i;prayer/n	4	assemble/v;community/n;of/i;prayer/n	4	actual/j;always/r;assemble/v;be/v;community/n;far/r;here/r;of/i;prayer/n	9	prayer/n	1.0	prayer/n	1.0	be/v;prayer/n	2.0	of/i;prayer/n	2.0	of/i;prayer/n	2.0	always/r;be/v;of/i;prayer/n	4
church/n/wlp_ie_g04/1001215	century/n;general/j;missionary/n;true/j	4.0	century/n;general/j;missionary/n;true/j	4.0	be/v;century/n;effort/n;general/j;missionary/n;suggest/v;true/j	7	century/n;general/j;missionary/n;of/i;true/j	5	century/n;general/j;missionary/n;of/i;true/j	5	be/v;century/n;effort/n;for/i;general/j;he/p;it/p;missionary/n;now/r;of/i;over/i;suggest/v;that/c;too/r;true/j	15	century/n;general/j;missionary/n	3.0	century/n;general/j;missionary/n	3.0	century/n;effort/n;general/j;missionary/n	4	century/n;general/j;missionary/n;of/i	4.0	century/n;general/j;missionary/n;of/i	4.0	century/n;effort/n;general/j;he/p;missionary/n;of/i;over/i;too/r	8	century/n;general/j;missionary/n;true/j	4.0	century/n;general/j;missionary/n;true/j	4.0	be/v;century/n;effort/n;general/j;missionary/n;suggest/v;true/j	7	century/n;general/j;missionary/n;of/i;true/j	5	century/n;general/j;missionary/n;of/i;true/j	5	be/v;century/n;effort/n;for/i;general/j;he/p;it/p;missionary/n;now/r;of/i;over/i;suggest/v;that/c;too/r;true/j	15	century/n;general/j;missionary/n	3.0	century/n;general/j;missionary/n	3.0	century/n;effort/n;general/j;missionary/n	4.0	century/n;general/j;missionary/n;of/i	4.0	century/n;general/j;missionary/n;of/i	4.0	century/n;effort/n;general/j;he/p;missionary/n;of/i;over/i;too/r	8
church/n/wlp_ie_g04/11451233	betray/v;blame/v;catholicism/n;tradition/n	4.0	betray/v;blame/v;catholicism/n;tradition/n	4.0	add/v;be/v;best/j;betray/v;blame/v;catholicism/n;consoling/j;have/v;say/v;tradition/n	10	betray/v;blame/v;catholicism/n;of/i;tradition/n	5	betray/v;blame/v;catholicism/n;of/i;tradition/n	5	add/v;be/v;best/j;betray/v;blame/v;catholicism/n;consoling/j;have/v;he/p;it/p;more/r;of/i;say/v;that/c;tradition/n	15	tradition/n	1.0	tradition/n	1.0	add/v;best/j;say/v;tradition/n	4	of/i;tradition/n	2.0	of/i;tradition/n	2.0	add/v;best/j;he/p;it/p;of/i;say/v;tradition/n	7	betray/v;blame/v;catholicism/n;tradition/n	4.0	betray/v;blame/v;catholicism/n;tradition/n	4.0	add/v;be/v;best/j;betray/v;blame/v;catholicism/n;consoling/j;have/v;say/v;tradition/n	10	betray/v;blame/v;catholicism/n;of/i;tradition/n	5	betray/v;blame/v;catholicism/n;of/i;tradition/n	5	add/v;be/v;best/j;betray/v;blame/v;catholicism/n;consoling/j;have/v;he/p;it/p;more/r;of/i;say/v;that/c;tradition/n	15	tradition/n	1.0	tradition/n	1.0	add/v;best/j;say/v;tradition/n	4.0	of/i;tradition/n	2.0	of/i;tradition/n	2.0	add/v;best/j;he/p;it/p;of/i;say/v;tradition/n	7
church/n/wlp_ie_g04/11995420	baptism/n;burial/n;clergyman/n;ireland/n;majority/n;record/n;record/v	7.0	baptism/n;burial/n;clergyman/n;ireland/n;majority/n;record/n;record/v	7.0	baptism/n;be/v;burial/n;clergyman/n;ireland/n;majority/n;record/n;record/v	8	and/c;as/i;baptism/n;burial/n;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v;well/i	11	and/c;as/i;baptism/n;burial/n;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v;well/i	11	also/r;and/c;as/i;baptism/n;be/v;burial/n;clergyman/n;ireland/n;it/p;majority/n;of/i;record/n;record/v;well/i	14	clergyman/n;ireland/n;majority/n;record/n;record/v	5.0	clergyman/n;ireland/n;majority/n;record/n;record/v	5.0	clergyman/n;ireland/n;majority/n;record/n;record/v	5	clergyman/n;ireland/n;majority/n;of/i;record/n;record/v	6.0	clergyman/n;ireland/n;majority/n;of/i;record/n;record/v	6.0	also/r;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v	7	baptism/n;burial/n;clergyman/n;ireland/n;majority/n;record/n;record/v	7.0	baptism/n;burial/n;clergyman/n;ireland/n;majority/n;record/n;record/v	7.0	baptism/n;burial/n;clergyman/n;ireland/n;majority/n;record/n;record/v	7	as/i;baptism/n;burial/n;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v;well/i	10	as/i;baptism/n;burial/n;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v;well/i	10	also/r;as/i;baptism/n;burial/n;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v;well/i	11	clergyman/n;ireland/n;majority/n;record/n;record/v	5.0	clergyman/n;ireland/n;majority/n;record/n;record/v	5.0	clergyman/n;ireland/n;majority/n;record/n;record/v	5.0	clergyman/n;ireland/n;majority/n;of/i;record/n;record/v	6.0	clergyman/n;ireland/n;majority/n;of/i;record/n;record/v	6.0	also/r;clergyman/n;ireland/n;majority/n;of/i;record/n;record/v	7
church/n/wlp_ie_g04/12017625	genealogy/n;generous/j;group/n;mormon/j;other/j;record/v	6.0	genealogy/n;generous/j;group/n;mormon/j;other/j;record/v	6.0	be/v;content/n;eager/j;genealogy/n;generous/j;group/n;have/v;interested/j;make/v;mormon/j;other/j;record/v	12	and/c;genealogy/n;generous/j;group/n;in/i;mormon/j;other/j;record/v	8	and/c;genealogy/n;generous/j;group/n;in/i;mormon/j;other/j;record/v	8	and/c;be/v;content/n;eager/j;genealogy/n;generous/j;group/n;have/v;in/i;interested/j;make/v;mormon/j;other/j;record/v;that/c;very/r	16	group/n;mormon/j;other/j;record/v	4.0	group/n;mormon/j;other/j;record/v	4.0	content/n;group/n;interested/j;mormon/j;other/j;record/v	6	and/c;group/n;in/i;mormon/j;other/j;record/v	6.0	and/c;group/n;in/i;mormon/j;other/j;record/v	6.0	and/c;content/n;group/n;in/i;interested/j;mormon/j;other/j;record/v	8	genealogy/n;generous/j;group/n;mormon/j;other/j	5.0	genealogy/n;generous/j;group/n;mormon/j;other/j	5.0	genealogy/n;generous/j;group/n;have/v;interested/j;make/v;mormon/j;other/j	8	and/c;genealogy/n;generous/j;group/n;in/i;mormon/j;other/j	7	and/c;genealogy/n;generous/j;group/n;in/i;mormon/j;other/j	7	and/c;genealogy/n;generous/j;group/n;have/v;in/i;interested/j;make/v;mormon/j;other/j;very/r	11	group/n;mormon/j;other/j	3.0	group/n;mormon/j;other/j	3.0	group/n;interested/j;mormon/j;other/j	4.0	and/c;group/n;in/i;mormon/j;other/j	5.0	and/c;group/n;in/i;mormon/j;other/j	5.0	and/c;group/n;in/i;interested/j;mormon/j;other/j	6
church/n/wlp_ie_g04/12295974	abandon/v;adopt/v;english/j;liturgy/n;papal/j;present/j	6.0	abandon/v;adopt/v;english/j;liturgy/n;papal/j;present/j	6.0	abandon/v;adopt/v;be/v;english/j;legate/n;liturgy/n;native/j;papal/j;present/j	9	abandon/v;adopt/v;and/c;english/j;liturgy/n;of/i;papal/j;present/j	8	abandon/v;adopt/v;and/c;english/j;liturgy/n;of/i;papal/j;present/j	8	abandon/v;adopt/v;and/c;be/v;english/j;from/r;legate/n;liturgy/n;native/j;now/r;of/i;on/r;papal/j;present/j	14	adopt/v;english/j;liturgy/n	3.0	adopt/v;english/j;liturgy/n	3.0	adopt/v;english/j;liturgy/n	3	adopt/v;english/j;liturgy/n;of/i	4.0	adopt/v;english/j;liturgy/n;of/i	4.0	adopt/v;english/j;from/r;liturgy/n;now/r;of/i;on/r	7	abandon/v;adopt/v;english/j;liturgy/n	4.0	abandon/v;adopt/v;english/j;liturgy/n	4.0	abandon/v;adopt/v;be/v;english/j;liturgy/n;native/j	6	abandon/v;adopt/v;and/c;english/j;liturgy/n;of/i	6	abandon/v;adopt/v;and/c;english/j;liturgy/n;of/i	6	abandon/v;adopt/v;and/c;be/v;english/j;liturgy/n;native/j;of/i	8	adopt/v;english/j;liturgy/n	3.0	adopt/v;english/j;liturgy/n	3.0	adopt/v;be/v;english/j;liturgy/n	4.0	adopt/v;english/j;liturgy/n;of/i	4.0	adopt/v;english/j;liturgy/n;of/i	4.0	adopt/v;be/v;english/j;liturgy/n;of/i	5
church/n/wlp_ie_g04/1266851	apostle/n;apparition/n;authority/n;deem/v;living/j;marian/n;revelation/n	7.0	apostle/n;apparition/n;authority/n;deem/v;living/j;marian/n;revelation/n	7.0	apostle/n;apparition/n;authority/n;be/v;deem/v;genuine/j;living/j;marian/n;private/j;revelation/n;treat/v	11	apostle/n;apparition/n;as/i;authority/n;by/i;deem/v;living/j;marian/n;revelation/n	9	apostle/n;apparition/n;as/i;authority/n;by/i;deem/v;living/j;marian/n;revelation/n	9	apostle/n;apparition/n;as/i;authority/n;be/v;by/i;deem/v;genuine/j;if/c;living/j;marian/n;private/j;revelation/n;treat/v	14	apparition/n;authority/n;deem/v	3.0	apparition/n;authority/n;deem/v	3.0	apparition/n;authority/n;be/v;deem/v;genuine/j;treat/v	6	apparition/n;as/i;authority/n;by/i;deem/v	5.0	apparition/n;as/i;authority/n;by/i;deem/v	5.0	apparition/n;as/i;authority/n;be/v;by/i;deem/v;genuine/j;if/c;treat/v	9	apostle/n;apparition/n;authority/n;deem/v;living/j;marian/n;revelation/n	7.0	apostle/n;apparition/n;authority/n;deem/v;living/j;marian/n;revelation/n	7.0	apostle/n;apparition/n;authority/n;be/v;deem/v;genuine/j;living/j;marian/n;private/j;revelation/n;treat/v	11	apostle/n;apparition/n;as/i;authority/n;by/i;deem/v;living/j;marian/n;revelation/n	9	apostle/n;apparition/n;as/i;authority/n;by/i;deem/v;living/j;marian/n;revelation/n	9	apostle/n;apparition/n;as/i;authority/n;be/v;by/i;deem/v;genuine/j;if/c;living/j;marian/n;private/j;revelation/n;treat/v	14	apparition/n;authority/n;deem/v	3.0	apparition/n;authority/n;deem/v	3.0	apparition/n;authority/n;be/v;deem/v;genuine/j;treat/v	6.0	apparition/n;as/i;authority/n;by/i;deem/v	5.0	apparition/n;as/i;authority/n;by/i;deem/v	5.0	apparition/n;as/i;authority/n;be/v;by/i;deem/v;genuine/j;if/c;treat/v	9
church/n/wlp_ie_g04/13144546	county/n;jumping/n;louth/n;ruin/n;small/j	5.0	county/n;jumping/n;louth/n;ruin/n;small/j	5.0	county/n;gerry/n;jumping/n;louth/n;outlandish/j;provide/v;robinson/n;ruin/n;small/j;tourist/n;write/v	11	county/n;jumping/n;louth/n;of/i;ruin/n;small/j	6	county/n;jumping/n;louth/n;of/i;ruin/n;small/j	6	county/n;gerry/n;jumping/n;louth/n;most/r;of/i;outlandish/j;provide/v;robinson/n;ruin/n;small/j;tourist/n;with/i;write/v	14	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;provide/v;ruin/n	4	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;provide/v;ruin/n;with/i	5	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;outlandish/j;provide/v;ruin/n;tourist/n	6	jumping/n;louth/n;of/i;ruin/n	4	jumping/n;louth/n;of/i;ruin/n	4	jumping/n;louth/n;most/r;of/i;outlandish/j;provide/v;ruin/n;tourist/n;with/i	9	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;provide/v;ruin/n	4.0	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;ruin/n	3.0	jumping/n;louth/n;provide/v;ruin/n;with/i	5
