_id	sentence	sense	supersense	compound_status	_text	wordform	building	comm	organization	set_of_beliefs
church/N/br-f44/1106	will strengthen the social class nucleus of the congregation . Churches can be strengthened through this process of co-optation so long as the environs of the church provide a sufficient pool of people who can fit the pattern of economic integration ; once the pool of recruits diminishes , the congregation is helpless - friendly contacts no longer keep it going .	b	B	simply_church	nucleus of the congregation . <span class='hit'>Churches</span> can be strengthened through this	Churches	congregation	membership	assembly	evangelism
church/N/br-f44/1122	Churches can be strengthened through this process of co-optation so long as the environs of the church provide a sufficient pool of people who can fit the pattern of economic integration ; once the pool of recruits diminishes , the congregation is helpless - friendly contacts no longer keep it going .	c2	C	simply_church	as the environs of the <span class='hit'>church</span> provide a sufficient pool of	church	place	membership	administration	evangelism
church/N/br-f44/1189	publicity in reaching new members . The proclamation of the churches is almost totally confined to pastoral contacts by the clergy ( 17.3 per cent of new members ) and friendly contacts by members ( over two thirds if organizational activities are included ) .	a2	A	simply_church	. The proclamation of the <span class='hit'>churches</span> is almost totally confined to	churches	congregation	membership	administration	evangelism
church/N/br-f44/124	The breakdown of social homogeneity in inner city areas and the spread of inner city blight account for the decline of central city churches . Central cities reveal two adverse features for the major	b	B	compound_church	NA	NA	congregation	NR	administration	NR
church/N/br-f44/1262	In general , friendly contact with a member followed by contact with a clergyman will account for a major share of recruitment by the churches , making it quite evident that the extension of economic integration through co-optation is the principal form of mission in the contemporary church ; economic integration and co-optation are the two methods by which Protestants associate with and recruit from the neighborhood .	b	B	simply_church	share of recruitment by the <span class='hit'>churches</span> , making it quite evident	churches	congregation	membership	administration	evangelism
church/N/br-f44/1285	In general , friendly contact with a member followed by contact with a clergyman will account for a major share of recruitment by the churches , making it quite evident that the extension of economic integration through co-optation is the principal form of mission in the contemporary church ; economic integration and co-optation are the two methods by which Protestants associate with and recruit from the neighborhood .	b	B	simply_church	of mission in the contemporary <span class='hit'>church</span> ; economic integration and co-optation	church	congregation	membership	administration	evangelism
church/N/br-f44/1427	more than a single generation . The fact that metropolitan churches of the major denominations have moved approximately every generation for the last hundred years becomes somewhat more intelligible in the light of this struggle to maintain economic balance .	b	B	simply_church	. The fact that metropolitan <span class='hit'>churches</span> of the major denominations have	churches	congregation	NR	administration	NR
church/N/br-f44/1475	The expense of this type of organization in religious life , when one recalls the number of city churches which deteriorated beyond repair before being abandoned , raises fundamental questions about the principle of Protestant survival in a mobile society ; nonetheless , the prevalence of economic integration in congregations illumines the nature of the Protestant development .	c1	C	compound_church	NA	NA	congregation	NR	NR	NR
church/N/br-f44/1616	the metropolis . It now becomes evident that the denominational church is intimately involved with the economy of middle-class culture , for it serves to crystallize the social class identity of middle-class residential groupings .	b	B	simply_church	becomes evident that the denominational NA is intimately involved with the	NA	congregation	membership	administration	NR
church/N/br-f44/1681	environment . More than creatures of metropolitan forces , the churches have taken the lead in counteracting the interdependence of metropolitan life , crystallizing and perpetuating the stratification of peoples , giving form to the struggle for social homogeneity in a world of heterogeneous peoples .	b	B	simply_church	of metropolitan forces , the NA have taken the lead in	NA	congregation	NR	administration	NR
church/N/br-f44/1800	Soon they will fight their way into the lower middle-class suburbs , and the churches will experience the same decay and rebuilding cycle which has characterized their history for a century .	c1	C	simply_church	middle-class suburbs , and the NA will experience the same decay	NA	material object	NR	NR	NR
church/N/br-f44/1915	This interpretation of the role of residence in the economy of middle-class culture could lead to various projections for the churches . It could be argued that any fellowship which centers	b	B	simply_church	to various projections for the NA . It could be argued	NA	congregation	membership	administration	evangelism
church/N/br-f44/2012	Attention will be given in the next chapter to the style of association in the denominational churches ; this style is characteristically an expression of the communal style of the middle classes .	b	B	simply_church	of association in the denominational NA ; this style is characteristically	NA	congregation	membership	administration	NR
church/N/br-f44/2147	What goes on in the cage will occupy our attention under the rubric of the organization church . An understanding of the new role of residential association	a2	A	compound_church	NA	NA	congregation	NR	administration	NR
church/N/br-f44/2178	An understanding of the new role of residential association in an industrial society serves to illuminate the forces which have fashioned the iron cage of conformity which imprisons the churches in their suburban captivity . The perplexing question still remains	b	B	simply_church	of conformity which imprisons the NA in their suburban captivity .	NA	congregation	NR	administration	NR
church/N/br-f44/2198	The perplexing question still remains as to why the middle classes turn to the churches as a vehicle of social identity when their clubs and charities should fill the same need .	b	B	simply_church	middle classes turn to the NA as a vehicle of social	NA	congregation	membership	assembly	NR
church/N/br-f44/343	The congregation perishes when it is no longer possible to replenish that core from the neighborhood ; moreover , residential mobility is so high in metropolitan areas that churches have to recruit constantly in their core stratum in order to survive ; they can lose higher - and lower status members from the church without collapsing , but they need adequate recruits for the core stratum in order to preserve economic integration .	b	B	simply_church	high in metropolitan areas that <span class='hit'>churches</span> have to recruit constantly in	churches	congregation	membership	administration	evangelism
church/N/br-f44/368	The congregation perishes when it is no longer possible to replenish that core from the neighborhood ; moreover , residential mobility is so high in metropolitan areas that churches have to recruit constantly in their core stratum in order to survive ; they can lose higher - and lower status members from the church without collapsing , but they need adequate recruits for the core stratum in order to preserve economic integration .	b	B	simply_church	lower status members from the <span class='hit'>church</span> without collapsing , but they	church	congregation	membership	administration	NR
church/N/br-f44/647	There is much talk in theological circles about the `` Church as Mission '' and the `` Church 's Mission '' ; theologians have been stressing the fact that the Church does not exist for its own sake but as a testimony in the world for the healing of the world .	a1	A	simply_church	theological circles about the `` <span class='hit'>Church</span> as Mission '' and the	Church	NR	NR	institution	evangelism
church/N/br-f44/654	There is much talk in theological circles about the `` Church as Mission '' and the `` Church 's Mission '' ; theologians have been stressing the fact that the Church does not exist for its own sake but as a testimony in the world for the healing of the world .	a2	A	simply_church	Mission '' and the `` <span class='hit'>Church</span> 's Mission '' ; theologians	Church	NR	NR	agentivity	evangelism
church/N/br-f44/667	There is much talk in theological circles about the `` Church as Mission '' and the `` Church 's Mission '' ; theologians have been stressing the fact that the Church does not exist for its own sake but as a testimony in the world for the healing of the world .	a1	A	simply_church	stressing the fact that the <span class='hit'>Church</span> does not exist for its	Church	NR	NR	institution	NR
church/N/br-f44/868	Evangelism and congregational outreach have not been carefully studied in the churches ; one study in Pittsburgh , however , has illuminated the situation .	b	B	simply_church	been carefully studied in the <span class='hit'>churches</span> ; one study in Pittsburgh	churches	congregation	NR	administration	evangelism
church/N/br-f44/890	situation . In a sample of new members of Pittsburgh churches , almost 60 per cent were recruited by initial `` contacts with friendly members '' .	b	B	simply_church	of new members of Pittsburgh <span class='hit'>churches</span> , almost 60 per cent	churches	congregation	membership	administration	evangelism
church/N/br-f44/924	If we add to these contacts with friendly members the `` contacts with an organization of the church '' ( 11.2 per cent of the cases ) , then a substantial two thirds of all recruitment is through friendly contact .	b	B	simply_church	with an organization of the <span class='hit'>church</span> '' ( 11.2 per cent	church	NR	membership	administration	NR
church/N/br-f44/986	On the surface , this seems a sound approach to Christian mission : members of the congregation show by their friendly attitudes that they care for new people ; the new people respond in kind by joining the church . Missionary outreach by friendly contact looks somewhat different when	b	B	simply_church	in kind by joining the <span class='hit'>church</span> . Missionary outreach by friendly	church	NR	membership	NR	NR
church/N/br-g02/1539	In its beginnings the nation-state had to struggle to assert itself - internally , against feudal groups , and externally , against the power and influence of such other claimants for loyalty as the Church . The breakup of the Holy Roman Empire and the	a2	A	simply_church	claimants for loyalty as the <span class='hit'>Church</span> . The breakup of the	Church	NR	NR	institution	devotion
church/N/br-g05/1358	At either end and in the center there are bays which contain nine greater alcoves as frescoed and capacious as church apses . Here , in the old days - when	c1	C	church_compound	NA	NA	material object	NR	NR	NR
church/N/br-g12/1270	gestured toward the Madeleine . The classical lines of the church which Napoleon thought of as a Temple of Glory , dominated all the scene where we sat .	c1	C	simply_church	The classical lines of the NA which Napoleon thought of as	NA	material object	NR	NR	NR
church/N/br-g12/1806	, but it is deeper . When you pass a church on an Irish bus , all the hands flurry in the sign of the cross .	c1	C	simply_church	. When you pass a NA on an Irish bus ,	NA	landmark	NR	NR	NR
church/N/br-g12/544	We walked down the Rue de L ' Arcade , thence along beside the Madeleine and across to a sidewalk cafe opposite that church . The conversation that ensued may have been engrossing but	c1	C	simply_church	a sidewalk cafe opposite that <span class='hit'>church</span> . The conversation that ensued	church	landmark	NR	NR	NR
church/N/br-g13/1130	That is why the members of the beat generation proudly assume the title of the holy barbarians ; they will destroy the shrines , temples , museums , and churches of the state that is the implacable enemy of the life they believe in .	c1	C	simply_church	temples , museums , and <span class='hit'>churches</span> of the state that is	churches	material object	NR	NR	NR
church/N/br-h17/1199	In a periodic review , the local board on July 30 , 1953 , reclassified him 1 , - A and upheld this classification after a personal appearance by petitioner , because of his willingness to kill in defense of his church and home . Upon administrative approval of the reclassification ,	b	B	simply_church	kill in defense of his <span class='hit'>church</span> and home . Upon administrative	church	congregation	membership	NR	devotion
church/N/br-h17/1434	It reported that he now devoted only some 6 - 1 2 hours per month to public preaching and from 20 to 25 hours per month to church activities . His claim was therefore `` so highly exaggerated	b1	B	church_compound	NA	NA	activity	participation	NR	practice
church/N/br-j23/1105	is reflective of our common religion . Even the non church members - the freewheelers , marginal religionists and so on - have the values of Christian civilization internalized in them .	a2	A	church_compound	NA	NA	NR	membership	NR	NR
church/N/br-j25/691	expected adherence to group norms . However , because of Church laws , lately more stringently enforced , which forbid the marriage of cousins closely related consanguineously , a means of facilitating the goal of in-group relations may be that of recourse to illegitimate unions .	a2	A	church_compound	NA	NA	NR	NR	institution	doctrine
church/N/br-j57/2236	What that spirit and attitude were we can best understand if we see more precisely how it contrasts with the communist tradition with the longest continuous history , the one which reached Christianity by the way of Stoicism through the Church Fathers of Late Antiquity .	a1	A	church_compound	NA	NA	NR	NR	hierarchy	doctrine
church/N/br-j57/304	Indeed , it is even surprising in the Canon of Christ Church and Regius Professor of Ecclesiastical History , who fathered this most peculiar view , and in the brilliant Professor of Medieval and Renaissance English at Cambridge , who inherited it and is now its most eminent proponent .	a2	A	compound_church	NA	NA	NR	NR	institution	NR
church/N/br-j57/958	possessions . This conception was taken up by the early Church Fathers and by canon lawyers and theologians in the Middle Ages ; and More was far too well-read not to have come across it in one or several of the forms thus given it .	a1	A	church_compound	NA	NA	NR	NR	hierarchy	doctrine
church/N/br-j58/1496	In many Northern towns and cities meetings were held and church bells were tolled . Such was not the case in	c1	C	church_compound	NA	NA	material object	NR	NR	NR
church/N/br-k01/769	It was a Negro section of peeling row houses , store-front churches and ragged children . Rachel had to bend toward Scotty	c1	C	simply_church	peeling row houses , store-front <span class='hit'>churches</span> and ragged children . Rachel	churches	material object	NR	NR	NR
church/N/br-k04/1076	There were two liquor saloons not very far from the church , one white , that is conducted for white people with a side entrance for Negroes ; the other exclusively Negro .	c1	C	simply_church	not very far from the <span class='hit'>church</span> , one white , that	church	landmark	NR	NR	NR
church/N/br-k04/1117	gambling in both . On the other side of the church was a quiet , well-kept house with shutters and recently painted .	c1	C	simply_church	the other side of the <span class='hit'>church</span> was a quiet , well-kept	church	landmark	NR	NR	NR
church/N/br-k04/1145	It was called Kent House . The deacon of the church , Carlson , was its janitor . One of the	c2	C	simply_church	. The deacon of the <span class='hit'>church</span> , Carlson , was its	church	congregation	NR	hierarchy	NR
church/N/br-k04/1353	After looking about a bit , Wilson discovered beyond Black Bottom , across the river and far removed from the white city , a considerable tract of land , and it occurred to him that the church and the better Negro homes might gradually be moved to this plot .	c1	C	simply_church	occurred to him that the <span class='hit'>church</span> and the better Negro homes	church	place	believers	NR	NR
church/N/br-k04/1419	But there was one thing that he had to stress , and that was that the contribution to the general church expenses , the dollar money , had been seriously falling behind in this church , and that must be looked after immediately .	b	B	church_compound	NA	NA	congregation	NR	administration	NR
church/N/br-k04/1433	But there was one thing that he had to stress , and that was that the contribution to the general church expenses , the dollar money , had been seriously falling behind in this church , and that must be looked after immediately . In	b	B	simply_church	seriously falling behind in this <span class='hit'>church</span> , and that must be	church	congregation	NR	administration	NR
church/N/br-k04/1485	Wilson stressed the fact that clear as this was , they must have a better church , a more business-like conduct of the church organization , and an effort to get this religious center out of its rut of wild worship into a modern church organization .	b	B	simply_church	they must have a better <span class='hit'>church</span> , a more business-like conduct	church	NR	NR	administration	NR
church/N/br-k04/1493	Wilson stressed the fact that clear as this was , they must have a better church , a more business-like conduct of the church organization , and an effort to get this religious center out of its rut of wild worship into a modern church organization .	b	B	church_compound	NA	NA	congregation	NR	administration	NR
church/N/br-k04/1514	Wilson stressed the fact that clear as this was , they must have a better church , a more business-like conduct of the church organization , and an effort to get this religious center out of its rut of wild worship into a modern church organization . He emphasized to the Presiding Elder the plan	b	B	church_compound	NA	NA	congregation	NR	administration	NR
church/N/br-k04/1530	He emphasized to the Presiding Elder the plan of giving up the old church and moving across the river . The Presiding Elder was	c1	C	simply_church	of giving up the old <span class='hit'>church</span> and moving across the river	church	material object	NR	NR	NR
church/N/br-k04/1578	. The bank which held the mortgage on the old church declared that the interest was considerably in arrears , and the real estate people said flatly that the land across the river was being held for an eventual development for white working people who were coming in , and that none would be sold to colored folk .	c1	C	simply_church	the mortgage on the old <span class='hit'>church</span> declared that the interest was	church	material object	NR	NR	NR
church/N/br-k04/1634	colored folk . When it was proposed to rebuild the church , Wilson found that the terms for a new mortgage were very high .	c1	C	simply_church	was proposed to rebuild the <span class='hit'>church</span> , Wilson found that the	church	material object	NR	NR	NR
church/N/br-k04/1685	his Deacon Board , he met unanimous opposition . The church certainly would not be removed . The very proposition was	c1	C	simply_church	met unanimous opposition . The <span class='hit'>church</span> certainly would not be removed	church	material object	NR	NR	NR
church/N/br-k04/1807	Do n't you see the amount of money that has been invested by whites around that church ? Tenements , stores , saloons , some gambling ,	c1	C	simply_church	invested by whites around that <span class='hit'>church</span> ? Tenements , stores ,	church	material object	NR	administration	NR
church/N/br-k04/1874	Now , if I were you I would just plan to repair the old church so it would last for five or ten years .	c1	C	simply_church	plan to repair the old <span class='hit'>church</span> so it would last for	church	material object	NR	NR	NR
church/N/br-k04/2301	And for him to leave this job now without accomplishing anything would mean practically the end of his career in the Methodist church , if not in all churches .	a2	A	compound_church	NA	NA	NR	NR	hierarchy	NR
church/N/br-k04/2307	And for him to leave this job now without accomplishing anything would mean practically the end of his career in the Methodist church , if not in all churches .	a2	A	simply_church	, if not in all <span class='hit'>churches</span> .	churches	NR	NR	hierarchy	NR
church/N/br-k04/233	In the midst of this crowded region was the Allen African Methodist Episcopal Church . It was an old and dirty wooden structure ,	c1	C	compound_church	NA	NA	material object	NR	NR	NR
church/N/br-k04/356	He was stern and overbearing with his flock , but obsequious and conciliatory with the whites , especially the rich who partly supported the church . The Deacon Board , headed by a black man	b	B	simply_church	rich who partly supported the <span class='hit'>church</span> . The Deacon Board ,	church	congregation	NR	administration	NR
church/N/br-k04/397	of the Amen corner . The characteristic thing about this church was its Amen corner and the weekly religious orgy .	b	B	simply_church	The characteristic thing about this <span class='hit'>church</span> was its Amen corner and	church	congregation	participation	NR	practice
church/N/br-k04/828	It was arranged that he would board in the home of one of the old members of the church , a woman named Catt who , as Wilson afterward found , was briefly referred to as The Cat because of her sharp tongue and fierce initiative .	b	B	simply_church	the old members of the <span class='hit'>church</span> , a woman named Catt	church	congregation	membership	NR	devotion
church/N/br-k04/877	Ann Catt was a lonely , devoted soul , never married , conducting a spotless home and devoted to her church , but a perpetual dissenter and born critic . She	b	B	simply_church	home and devoted to her <span class='hit'>church</span> , but a perpetual dissenter	church	congregation	participation	NR	devotion
church/N/br-k04/923	she was chief repository . Then Wilson looked over the church and studied its condition . The salary of the pastor	c1	C	simply_church	Then Wilson looked over the <span class='hit'>church</span> and studied its condition .	church	material object	NR	NR	NR
church/N/br-k04/975	mentioned this to the Deacons they said nothing . The church itself must be repaired . It was dirty and neglected	c1	C	simply_church	they said nothing . The <span class='hit'>church</span> itself must be repaired .	church	material object	NR	NR	NR
church/N/br-k06/1056	Although they journeyed westerly as far as Germantown , beyond the Erie roundhouse and the machine shop , and along the Delaware and Hudson Canal , and northward to Brooklyn , below Point Peter , he could see the church spire wherever he looked back . Sometimes they went south	c1	C	church_compound	NA	NA	landmark	NR	NR	NR
church/N/br-k06/1389	its peaked lance . Stevie was constantly slipping into the church . He pulled with all his strength at the heavy	c1	C	simply_church	was constantly slipping into the <span class='hit'>church</span> . He pulled with all	church	material object	NR	NR	NR
church/N/br-k06/1473	Far away , standing before a curtained window in the study room , was his father , hands tucked under his coattails , and staring into the dark church . The figure was wreathed in an extraordinary luminescence .	c1	C	simply_church	and staring into the dark <span class='hit'>church</span> . The figure was wreathed	church	material object	NR	NR	NR
church/N/br-k06/1925	open . Lightning might strike the steeples of the other churches ; not of Drew Church . A flash illumined the	c1	C	simply_church	the steeples of the other <span class='hit'>churches</span> ; not of Drew Church	churches	material object	NR	NR	NR
church/N/br-k06/1930	Lightning might strike the steeples of the other churches ; not of Drew Church . A flash illumined the trees as a crooked bolt	c1	C	compound_church	NA	NA	material object	NR	NR	NR
church/N/br-k06/528	head out . There was the slate roof of the church ; ivy climbed the red brick walls like a green scaled monster .	c1	C	simply_church	the slate roof of the <span class='hit'>church</span> ; ivy climbed the red	church	material object	NR	NR	NR
church/N/br-k06/571	`` There 's a tower and a steeple on the church a million feet high . And the loudest clock in	c1	C	simply_church	and a steeple on the <span class='hit'>church</span> a million feet high .	church	material object	NR	NR	NR
church/N/br-k06/659	Orange Square . The steeple leaned backward , while the church advanced like a headless creature in a long , shapeless coat .	c1	C	simply_church	leaned backward , while the <span class='hit'>church</span> advanced like a headless creature	church	material object	NR	NR	NR
church/N/br-k06/698	, was the city of God . The Dutch Reformed Church , with two steeples and its own school was on Main Street ; the Episcopal Church was one block down Sussex Street ; the Catholic Saint Mary's Church , with an even taller steeple and a cross on top , stood on Ball Street .	c1	C	compound_church	NA	NA	material object	NR	NR	NR
church/N/br-k06/714	The Dutch Reformed Church , with two steeples and its own school was on Main Street ; the Episcopal Church was one block down Sussex Street ; the Catholic Saint Mary's Church , with an even taller steeple and a cross on top , stood on Ball Street .	c1	C	compound_church	NA	NA	landmark	NR	NR	NR
church/N/br-k06/726	The Dutch Reformed Church , with two steeples and its own school was on Main Street ; the Episcopal Church was one block down Sussex Street ; the Catholic Saint Mary's Church , with an even taller steeple and a cross on top , stood on Ball Street .	c1	C	compound_church	NA	NA	landmark	NR	NR	NR
church/N/br-k06/841	So , walking in awe , he became familiar with God , who resided chiefly in Drew Centennial Church with its high steeple and clock . There was no	c1	C	compound_church	NA	NA	place	NR	NR	NR
church/N/br-k06/852	with its high steeple and clock . There was no church like Drew Church , no preacher like Papa , who was intimate with Him , and could consign sinners to hellfire .	c1	C	simply_church	clock . There was no <span class='hit'>church</span> like Drew Church , no	church	place	NR	NR	NR
church/N/br-k06/855	steeple and clock . There was no church like Drew Church , no preacher like Papa , who was intimate with Him , and could consign sinners to hellfire .	c1	C	compound_church	NA	NA	place	NR	NR	NR
church/N/br-k10/1228	But William continued to find a bitter joy in smashing images and tearing down symbols sacred to the Old Church . John found it difficult , but he held him	a1	A	compound_church	NA	NA	NR	NR	institution	doctrine
church/N/br-k10/1422	Why , oh why , does n't he stick to preaching the Gospel , instead of meddling in civic affairs , politics , economics , and social issues that are no concern of the Church '' ? And John 's reply was always the same	a2	A	simply_church	are no concern of the NA '' ? And John 's	NA	NR	NR	agentivity	doctrine
church/N/br-k10/1444	And John 's reply was always the same : `` Anything that affects souls is the concern of the Church ! We will have righteousness '' ! Tears burned behind	a2	A	simply_church	is the concern of the NA ! We will have righteousness	NA	NR	NR	agentivity	doctrine
church/N/br-k10/1801	Peter Caroli had come to Geneva , saying that he had been a bishop of the Church of Rome and had been persecuted in Paris for his Reformed faith .	a2	A	simply_church	been a bishop of the NA of Rome and had been	NA	NR	NR	hierarchy	NR
church/N/br-k10/205	The next morning , as the clock struck nine , he appeared at the Council meeting in the Town Hall and insisted that the couple would have to be punished if the Church was to be respected . `` I have told you	a2	A	simply_church	to be punished if the <span class='hit'>Church</span> was to be respected .	Church	NR	NR	institution	devotion
church/N/br-k10/257	`` That is the answer the ungodly will always make when the Church points its fingers at their sins . I say to	a1	A	simply_church	will always make when the <span class='hit'>Church</span> points its fingers at their	Church	NR	NR	agentivity	doctrine
church/N/br-k10/271	at their sins . I say to you that the Church will ever decry evil '' ! John 's reply was	a2	A	simply_church	say to you that the <span class='hit'>Church</span> will ever decry evil ''	Church	NR	NR	agentivity	doctrine
church/N/br-k10/561	Charles had died two weeks before , in early November , without being reconciled to the Church . The canons , in a body , had tried	a2	A	simply_church	without being reconciled to the <span class='hit'>Church</span> . The canons , in	Church	NR	NR	institution	doctrine
church/N/br-k10/588	The canons , in a body , had tried to force him on his deathbed to let them give him the last rites of the Church , but he had died still proclaiming salvation by faith .	a2	A	simply_church	the last rites of the <span class='hit'>Church</span> , but he had died	Church	NR	NR	institution	doctrine
church/N/br-k10/967	time . Quickening his steps , John entered the vast church and climbed the tower steps to the bells . Underneath	c1	C	simply_church	, John entered the vast <span class='hit'>church</span> and climbed the tower steps	church	material object	NR	NR	NR
church/N/br-k13/533	Harold indicated the photograph on the wall and asked what church the stone sculpture was in . Eugene told him and	c1	C	simply_church	the wall and asked what <span class='hit'>church</span> the stone sculpture was in	church	material object	NR	NR	NR
church/N/br-k14/1113	The rabbi said thoughtfully , `` I would not want my people to get in trouble with the Church '' . `` I am working for the Cardinal of	a2	A	simply_church	get in trouble with the NA '' . `` I am	NA	NR	NR	agentivity	doctrine
church/N/br-k14/825	The Jewish section was in Trastevere , near the Tiber at the church of San Francesco a Ripa . The colony had been	c1	C	simply_church	near the Tiber at the NA of San Francesco a Ripa	NA	place	NR	NR	NR
church/N/br-k15/188	They held the funeral the next morning from the crossroads church and buried the little box in the quiet family plot .	c1	C	simply_church	next morning from the crossroads <span class='hit'>church</span> and buried the little box	church	landmark	NR	NR	NR
church/N/br-k16/1429	Along Wappinger Creek in Dutchess County , past the white church at Fishkill , past Verplanck 's Point on the east bank of the Hudson , to the white salt crusted roads of the Long Island Rockaways there was a watching and an activity of preparing for something explosive to happen .	c1	C	simply_church	County , past the white NA at Fishkill , past Verplanck	NA	landmark	NR	NR	NR
church/N/br-k16/2281	And all this too shall pass away : it came to him out of some dim corner of memory from a church service when he was a boy - yes , in a white church with a thin spur steeple in the patriarchal Hudson Valley , where a feeling of plenitude was normal in those English Dutch manors with their well-fed squires .	c3	C	church_compound	NA	NA	activity	NR	NR	practice
church/N/br-k16/2294	And all this too shall pass away : it came to him out of some dim corner of memory from a church service when he was a boy - yes , in a white church with a thin spur steeple in the patriarchal Hudson Valley , where a feeling of plenitude was normal in those English Dutch manors with their well-fed squires .	c1	C	simply_church	yes , in a white NA with a thin spur steeple	NA	material object	NR	NR	NR
church/N/br-k19/168	Even Rector himself was prey to this spirit of competition and he knew it , not for a more exalted office in the hierarchy of the church - his ambitions for the bishopry had died very early in his career -	a2	A	simply_church	in the hierarchy of the <span class='hit'>church</span> - his ambitions for the	church	NR	NR	hierarchy	NR
church/N/br-k19/213	He was not sure how much of this desire was due to his devotion to the church and how much was his own ego , demanding to be satisfied , for the two were intertwined and could not be separated .	a1	A	simply_church	to his devotion to the <span class='hit'>church</span> and how much was his	church	NR	NR	institution	devotion
church/N/br-k25/80	He could no longer build anything , whether a private residence in his Pennsylvania county or a church in Brazil , without it being obvious that he had done it , and while here and there he was taken to task for again developing the same airy technique , they were such fanciful and sometimes even playful buildings that the public felt assured by its sense of recognition after a time , a quality of authentic uniqueness about them , which , once established by an artist as his private vision , is no longer disputable as to its other values .	c1	C	simply_church	his Pennsylvania county or a NA in Brazil , without it	NA	place	NR	NR	NR
church/N/br-l08/1824	She 'd say she did n't feel good on Sunday , could n't go to church - there 'd be a little argument , but she could be stubborn - and when the old woman had gone , quick pack the things she 'd need to take , all but the dress she 'd wear Monday , and take the bag down to that place in the station where you could put things in a locker overnight , for a dime .	c3	C	simply_church	, could n't go to <span class='hit'>church</span> - there 'd be a	church	activity	NR	NR	practice
church/N/br-l08/2109	To be Katharine Ross , and work in a nicer shop somewhere , at a little more money so she could have prettier clothes , and learn ladies ' manners and all like that , and get to know different people than up to now , not just the ones like her here , with foreign sounding names , the ones went to the same church and - Different place , different job , different people , she 'd be all different too .	c2	C	simply_church	ones went to the same <span class='hit'>church</span> and - Different place ,	church	congregation	participation	NR	practice
church/N/br-m01/1680	. Fosterite bishops , after secret conclave , announced the Church 's second Major Miracle : Supreme Bishop Digby had been translated bodily to Heaven and spot-promoted to Archangel , ranking with-but-after	a2	A	simply_church	secret conclave , announced the NA 's second Major Miracle :	NA	NR	NR	institution	doctrine
church/N/br-m01/232	he was learning to think in . The word `` church '' which turned up over and over again among Jubal 's words gave him knotty difficulty ; there was no Martian concept to match it - unless one took `` church '' and `` worship '' and `` God '' and `` congregation '' and many other words and equated them to the totality of the only world he had known during growing waiting & & & then forced the concept back into English in that phrase which had been rejected ( by each differently ) by Jubal , by Mahmoud , by Digby .	NA	NA	simply_church	in . The word `` NA '' which turned up over	NA	NR	NR	NR	NR
church/N/br-m01/2358	This continued most of the week following that ill-starred trip to church , during which period Mike stayed in his room and usually in a trance so deep that Jubal would have pronounced him dead had he not seen it before .	NA	NA	simply_church	following that ill-starred trip to NA , during which period Mike	NA	activity	NR	NR	practice
church/N/br-m01/263	The word `` church '' which turned up over and over again among Jubal 's words gave him knotty difficulty ; there was no Martian concept to match it - unless one took `` church '' and `` worship '' and `` God '' and `` congregation '' and many other words and equated them to the totality of the only world he had known during growing waiting & & & then forced the concept back into English in that phrase which had been rejected ( by each differently ) by Jubal , by Mahmoud , by Digby .	NA	NA	simply_church	- unless one took `` NA '' and `` worship ''	NA	NR	NR	NR	NR
church/N/br-p01/1161	Yet everywhere else sameness was stucco and wood in square blocks - like fortresses perched against the slant of the hill , rising with the hill to the top where the church was and beyond that to the cemetery . Only paved	c1	C	simply_church	to the top where the <span class='hit'>church</span> was and beyond that to	church	material object	NR	NR	NR
church/N/br-p01/21	To them he could have been the broken bell in the church tower which rang before and after Mass , and at noon , and at six each evening - its tone , repetitive , monotonous , never breaking the boredom of the streets .	c1	C	church_compound	NA	NA	material object	NR	NR	NR
church/N/br-p01/222	elders . Youth obeyed when commanded . It went to church on Sunday and one Saturday a month went to confession .	c3	C	simply_church	commanded . It went to <span class='hit'>church</span> on Sunday and one Saturday	church	activity	participation	NR	practice
church/N/br-p01/829	There seemed to be a contemptuous purpose in the way he sat there with his eyes glued to Drexel Street and his back in opposition to the church behind him . For all he saw or cared to	c1	C	simply_church	back in opposition to the <span class='hit'>church</span> behind him . For all	church	landmark	NR	NR	NR
church/N/br-p03/76	California . He 'd mentioned it , himself , at church and everybody seemed to have the idea that Tolley had left because Jenny had jilted him for Roy robards .	c3	C	simply_church	it , himself , at <span class='hit'>church</span> and everybody seemed to have	church	activity	participation	NR	practice
church/N/br-p03/933	. And do n't tell me you did n't at church Sunday . I heard you '' ! He really had	c3	C	simply_church	me you did n't at <span class='hit'>church</span> Sunday . I heard you	church	activity	NR	NR	practice
church/N/br-p04/2406	She felt mindless , walking , and almost easy until the church spire told her she was near the cemetery , and she caught herself wondering what she would say to Doaty .	c1	C	church_compound	NA	NA	material object	NR	NR	NR
church/N/br-p04/2429	herself wondering what she would say to Doaty . Both church and graveyard were smaller than she remembered them ( how many things had lessened while she was gone away ) but the headstones had grown so thick in thirty years that to find one named `` Dorothy Tredding '' seemed suddenly impossible .	c1	C	simply_church	say to Doaty . Both <span class='hit'>church</span> and graveyard were smaller than	church	material object	NR	NR	NR
church/N/br-p04/983	door . To a Blackwell , there was only one church . The cemetery slumbered just behind it , and the	c1	C	simply_church	, there was only one <span class='hit'>church</span> . The cemetery slumbered just	church	material object	NR	NR	NR
church/N/br-p06/425	do '' ? she said , semi-professionally . `` Our church is sponsoring a group of very courageous women up in Alaska .	b	B	simply_church	, semi-professionally . `` Our <span class='hit'>church</span> is sponsoring a group of	church	congregation	participation	assembly	evangelism
