broadsense	building	count10coha	count10semcor	count5coha	count5semcor	file	sense	supersense	token_id	wf	window10	window10coha	window10semcor	window5	window5coha	window5semcor
congregation	False	8.0	8.0	4.0	4.0	br-d09	a2	A	church/N/br-d09/1779	Church	of those who joined the Church were lost to the <em>Church</em> within seven years . One denomination had a membership of	of those who <span style="font-size:17px">joined</span> the <span style="font-size:17px">Church</span> <span style="font-size:17px">were</span> <span style="font-size:17px">lost</span> to the <em>Church</em> within seven <span style="font-size:17px">years</span> . One <span style="font-size:17px">denomination</span> <span style="font-size:17px">had</span> a <span style="font-size:17px">membership</span> of	of those who <span style="font-size:17px">joined</span> the <span style="font-size:17px">Church</span> <span style="font-size:17px">were</span> <span style="font-size:17px">lost</span> to the <em>Church</em> within seven <span style="font-size:17px">years</span> . One <span style="font-size:17px">denomination</span> <span style="font-size:17px">had</span> a <span style="font-size:17px">membership</span> of	Church were lost to the <em>Church</em> within seven years . One	<span style="font-size:17px">Church</span> <span style="font-size:17px">were</span> <span style="font-size:17px">lost</span> to the <em>Church</em> within seven <span style="font-size:17px">years</span> . One	<span style="font-size:17px">Church</span> <span style="font-size:17px">were</span> <span style="font-size:17px">lost</span> to the <em>Church</em> within seven <span style="font-size:17px">years</span> . One
congregation	False	11.0	11.0	6.0	6.0	br-d09	b	B	church/N/br-d09/1910	churches	This problem is illustrated by the fact that many local <em>churches</em> drop from the active membership rolls each year as many	This <span style="font-size:17px">problem</span> <span style="font-size:17px">is</span> <span style="font-size:17px">illustrated</span> by the <span style="font-size:17px">fact</span> that <span style="font-size:17px">many</span> <span style="font-size:17px">local</span> <em>churches</em> <span style="font-size:17px">drop</span> from the <span style="font-size:17px">active</span> <span style="font-size:17px">membership</span> <span style="font-size:17px">rolls</span> each <span style="font-size:17px">year</span> as <span style="font-size:17px">many</span>	This <span style="font-size:17px">problem</span> <span style="font-size:17px">is</span> <span style="font-size:17px">illustrated</span> by the <span style="font-size:17px">fact</span> that <span style="font-size:17px">many</span> <span style="font-size:17px">local</span> <em>churches</em> <span style="font-size:17px">drop</span> from the <span style="font-size:17px">active</span> <span style="font-size:17px">membership</span> <span style="font-size:17px">rolls</span> each <span style="font-size:17px">year</span> as <span style="font-size:17px">many</span>	the fact that many local <em>churches</em> drop from the active membership	the <span style="font-size:17px">fact</span> that <span style="font-size:17px">many</span> <span style="font-size:17px">local</span> <em>churches</em> <span style="font-size:17px">drop</span> from the <span style="font-size:17px">active</span> <span style="font-size:17px">membership</span>	the <span style="font-size:17px">fact</span> that <span style="font-size:17px">many</span> <span style="font-size:17px">local</span> <em>churches</em> <span style="font-size:17px">drop</span> from the <span style="font-size:17px">active</span> <span style="font-size:17px">membership</span>
congregation	False	13.0	13.0	6.0	6.0	br-d09	b	B	church/N/br-d09/1946	churches	areas where population is expanding , show that numbers of <em>churches</em> have had little net increase , though many new members	<span style="font-size:17px">areas</span> where <span style="font-size:17px">population</span> <span style="font-size:17px">is</span> <span style="font-size:17px">expanding</span> , <span style="font-size:17px">show</span> that <span style="font-size:17px">numbers</span> of <em>churches</em> <span style="font-size:17px">have</span> <span style="font-size:17px">had</span> <span style="font-size:17px">little</span> <span style="font-size:17px">net</span> <span style="font-size:17px">increase</span> , though <span style="font-size:17px">many</span> <span style="font-size:17px">new</span> <span style="font-size:17px">members</span>	<span style="font-size:17px">areas</span> where <span style="font-size:17px">population</span> <span style="font-size:17px">is</span> <span style="font-size:17px">expanding</span> , <span style="font-size:17px">show</span> that <span style="font-size:17px">numbers</span> of <em>churches</em> <span style="font-size:17px">have</span> <span style="font-size:17px">had</span> <span style="font-size:17px">little</span> <span style="font-size:17px">net</span> <span style="font-size:17px">increase</span> , though <span style="font-size:17px">many</span> <span style="font-size:17px">new</span> <span style="font-size:17px">members</span>	, show that numbers of <em>churches</em> have had little net increase	, <span style="font-size:17px">show</span> that <span style="font-size:17px">numbers</span> of <em>churches</em> <span style="font-size:17px">have</span> <span style="font-size:17px">had</span> <span style="font-size:17px">little</span> <span style="font-size:17px">net</span> <span style="font-size:17px">increase</span>	, <span style="font-size:17px">show</span> that <span style="font-size:17px">numbers</span> of <em>churches</em> <span style="font-size:17px">have</span> <span style="font-size:17px">had</span> <span style="font-size:17px">little</span> <span style="font-size:17px">net</span> <span style="font-size:17px">increase</span>
congregation	False	9.0	9.0	5.0	5.0	br-d09	b	B	church/N/br-d09/2026	church	and carefully developed . The entire membership of the local <em>church</em> must be alerted to their part in this dynamic process	and carefully <span style="font-size:17px">developed</span> . The <span style="font-size:17px">entire</span> <span style="font-size:17px">membership</span> of the <span style="font-size:17px">local</span> <em>church</em> must <span style="font-size:17px">be</span> <span style="font-size:17px">alerted</span> to their <span style="font-size:17px">part</span> in this <span style="font-size:17px">dynamic</span> <span style="font-size:17px">process</span>	and carefully <span style="font-size:17px">developed</span> . The <span style="font-size:17px">entire</span> <span style="font-size:17px">membership</span> of the <span style="font-size:17px">local</span> <em>church</em> must <span style="font-size:17px">be</span> <span style="font-size:17px">alerted</span> to their <span style="font-size:17px">part</span> in this <span style="font-size:17px">dynamic</span> <span style="font-size:17px">process</span>	entire membership of the local <em>church</em> must be alerted to their	<span style="font-size:17px">entire</span> <span style="font-size:17px">membership</span> of the <span style="font-size:17px">local</span> <em>church</em> must <span style="font-size:17px">be</span> <span style="font-size:17px">alerted</span> to their	<span style="font-size:17px">entire</span> <span style="font-size:17px">membership</span> of the <span style="font-size:17px">local</span> <em>church</em> must <span style="font-size:17px">be</span> <span style="font-size:17px">alerted</span> to their
congregation	False	9.0	9.0	5.0	5.0	br-d09	b	B	church/N/br-d09/2040	church	to their part in this dynamic process . If the <em>church</em> has followed the plan of cultivation of prospects and carried	to their <span style="font-size:17px">part</span> in this <span style="font-size:17px">dynamic</span> <span style="font-size:17px">process</span> . If the <em>church</em> <span style="font-size:17px">has</span> <span style="font-size:17px">followed</span> the <span style="font-size:17px">plan</span> of <span style="font-size:17px">cultivation</span> of <span style="font-size:17px">prospects</span> and <span style="font-size:17px">carried</span>	to their <span style="font-size:17px">part</span> in this <span style="font-size:17px">dynamic</span> <span style="font-size:17px">process</span> . If the <em>church</em> <span style="font-size:17px">has</span> <span style="font-size:17px">followed</span> the <span style="font-size:17px">plan</span> of <span style="font-size:17px">cultivation</span> of <span style="font-size:17px">prospects</span> and <span style="font-size:17px">carried</span>	dynamic process . If the <em>church</em> has followed the plan of	<span style="font-size:17px">dynamic</span> <span style="font-size:17px">process</span> . If the <em>church</em> <span style="font-size:17px">has</span> <span style="font-size:17px">followed</span> the <span style="font-size:17px">plan</span> of	<span style="font-size:17px">dynamic</span> <span style="font-size:17px">process</span> . If the <em>church</em> <span style="font-size:17px">has</span> <span style="font-size:17px">followed</span> the <span style="font-size:17px">plan</span> of
congregation	False	7.0	7.0	4.0	4.0	br-d09	a2	A	church/N/br-d09/2084	church	way . Those who enter the front door of the <em>church</em> intelligently and with Christian dedication will not so easily step	<span style="font-size:17px">way</span> . Those who <span style="font-size:17px">enter</span> the <span style="font-size:17px">front</span> <span style="font-size:17px">door</span> of the <em>church</em> intelligently and with <span style="font-size:17px">Christian</span> <span style="font-size:17px">dedication</span> will not so easily <span style="font-size:17px">step</span>	<span style="font-size:17px">way</span> . Those who <span style="font-size:17px">enter</span> the <span style="font-size:17px">front</span> <span style="font-size:17px">door</span> of the <em>church</em> intelligently and with <span style="font-size:17px">Christian</span> <span style="font-size:17px">dedication</span> will not so easily <span style="font-size:17px">step</span>	the front door of the <em>church</em> intelligently and with Christian dedication	the <span style="font-size:17px">front</span> <span style="font-size:17px">door</span> of the <em>church</em> intelligently and with <span style="font-size:17px">Christian</span> <span style="font-size:17px">dedication</span>	the <span style="font-size:17px">front</span> <span style="font-size:17px">door</span> of the <em>church</em> intelligently and with <span style="font-size:17px">Christian</span> <span style="font-size:17px">dedication</span>
congregation	False	7.0	7.0	2.0	2.0	br-d09	a2	A	church/N/br-d09/2131	Church	meaning of Christian discipleship . When they unite with the <em>Church</em> they must find in this fellowship the satisfaction of their	<span style="font-size:17px">meaning</span> of <span style="font-size:17px">Christian</span> <span style="font-size:17px">discipleship</span> . When they <span style="font-size:17px">unite</span> with the <em>Church</em> they must <span style="font-size:17px">find</span> in this <span style="font-size:17px">fellowship</span> the <span style="font-size:17px">satisfaction</span> of their	<span style="font-size:17px">meaning</span> of <span style="font-size:17px">Christian</span> <span style="font-size:17px">discipleship</span> . When they <span style="font-size:17px">unite</span> with the <em>Church</em> they must <span style="font-size:17px">find</span> in this <span style="font-size:17px">fellowship</span> the <span style="font-size:17px">satisfaction</span> of their	When they unite with the <em>Church</em> they must find in this	When they <span style="font-size:17px">unite</span> with the <em>Church</em> they must <span style="font-size:17px">find</span> in this	When they <span style="font-size:17px">unite</span> with the <em>Church</em> they must <span style="font-size:17px">find</span> in this
congregation	False	8.0	8.0	5.0	5.0	br-d09	a2	A	church/N/br-d09/2155	Church	or they will never mature into effective Christians . The <em>Church</em> expects certain things of those who become members . The	or they will never <span style="font-size:17px">mature</span> into <span style="font-size:17px">effective</span> <span style="font-size:17px">Christians</span> . The <em>Church</em> <span style="font-size:17px">expects</span> <span style="font-size:17px">certain</span> <span style="font-size:17px">things</span> of those who <span style="font-size:17px">become</span> <span style="font-size:17px">members</span> . The	or they will never <span style="font-size:17px">mature</span> into <span style="font-size:17px">effective</span> <span style="font-size:17px">Christians</span> . The <em>Church</em> <span style="font-size:17px">expects</span> <span style="font-size:17px">certain</span> <span style="font-size:17px">things</span> of those who <span style="font-size:17px">become</span> <span style="font-size:17px">members</span> . The	into effective Christians . The <em>Church</em> expects certain things of those	into <span style="font-size:17px">effective</span> <span style="font-size:17px">Christians</span> . The <em>Church</em> <span style="font-size:17px">expects</span> <span style="font-size:17px">certain</span> <span style="font-size:17px">things</span> of those	into <span style="font-size:17px">effective</span> <span style="font-size:17px">Christians</span> . The <em>Church</em> <span style="font-size:17px">expects</span> <span style="font-size:17px">certain</span> <span style="font-size:17px">things</span> of those
congregation	False	8.0	9.0	4.0	5.0	br-d10	b	B	church/N/br-d10/305	churches	have a certain justification , we ought to dispense with <em>churches</em> . The suggestion is naive . Man is at once	<span style="font-size:17px">have</span> a <span style="font-size:17px">certain</span> <span style="font-size:17px">justification</span> , we ought to <span style="font-size:17px">dispense</span> with <em>churches</em> . The <span style="font-size:17px">suggestion</span> <span style="font-size:17px">is</span> <span style="font-size:17px">naive</span> . <span style="font-size:17px">Man</span> <span style="font-size:17px">is</span> at once	<span style="font-size:17px">have</span> a <span style="font-size:17px">certain</span> <span style="font-size:17px">justification</span> , we <span style="font-size:17px">ought</span> to <span style="font-size:17px">dispense</span> with <em>churches</em> . The <span style="font-size:17px">suggestion</span> <span style="font-size:17px">is</span> <span style="font-size:17px">naive</span> . <span style="font-size:17px">Man</span> <span style="font-size:17px">is</span> at once	we ought to dispense with <em>churches</em> . The suggestion is naive	we ought to <span style="font-size:17px">dispense</span> with <em>churches</em> . The <span style="font-size:17px">suggestion</span> <span style="font-size:17px">is</span> <span style="font-size:17px">naive</span>	we <span style="font-size:17px">ought</span> to <span style="font-size:17px">dispense</span> with <em>churches</em> . The <span style="font-size:17px">suggestion</span> <span style="font-size:17px">is</span> <span style="font-size:17px">naive</span>
congregation	False	11.0	11.0	5.0	5.0	br-d10	b	B	church/N/br-d10/1095	churches	Asians tend to consider not only missions but the local <em>churches</em> they have produced as centers and agents of Western culture	<span style="font-size:17px">Asians</span> <span style="font-size:17px">tend</span> to <span style="font-size:17px">consider</span> not only <span style="font-size:17px">missions</span> but the <span style="font-size:17px">local</span> <em>churches</em> they <span style="font-size:17px">have</span> <span style="font-size:17px">produced</span> as <span style="font-size:17px">centers</span> and <span style="font-size:17px">agents</span> of <span style="font-size:17px">Western</span> <span style="font-size:17px">culture</span>	<span style="font-size:17px">Asians</span> <span style="font-size:17px">tend</span> to <span style="font-size:17px">consider</span> not only <span style="font-size:17px">missions</span> but the <span style="font-size:17px">local</span> <em>churches</em> they <span style="font-size:17px">have</span> <span style="font-size:17px">produced</span> as <span style="font-size:17px">centers</span> and <span style="font-size:17px">agents</span> of <span style="font-size:17px">Western</span> <span style="font-size:17px">culture</span>	only missions but the local <em>churches</em> they have produced as centers	only <span style="font-size:17px">missions</span> but the <span style="font-size:17px">local</span> <em>churches</em> they <span style="font-size:17px">have</span> <span style="font-size:17px">produced</span> as <span style="font-size:17px">centers</span>	only <span style="font-size:17px">missions</span> but the <span style="font-size:17px">local</span> <em>churches</em> they <span style="font-size:17px">have</span> <span style="font-size:17px">produced</span> as <span style="font-size:17px">centers</span>
organization	False	8.0	8.0	4.0	4.0	br-d10	a1	A	church/N/br-d10/1913	church	impressive Roman Catholic defense of the practical autonomy of both <em>church</em> and state . The failure at that time of the	<span style="font-size:17px">impressive</span> <span style="font-size:17px">Roman</span> <span style="font-size:17px">Catholic</span> <span style="font-size:17px">defense</span> of the <span style="font-size:17px">practical</span> <span style="font-size:17px">autonomy</span> of both <em>church</em> and <span style="font-size:17px">state</span> . The <span style="font-size:17px">failure</span> at that time of the	<span style="font-size:17px">impressive</span> <span style="font-size:17px">Roman</span> <span style="font-size:17px">Catholic</span> <span style="font-size:17px">defense</span> of the <span style="font-size:17px">practical</span> <span style="font-size:17px">autonomy</span> of both <em>church</em> and <span style="font-size:17px">state</span> . The <span style="font-size:17px">failure</span> at that time of the	the practical autonomy of both <em>church</em> and state . The failure	the <span style="font-size:17px">practical</span> <span style="font-size:17px">autonomy</span> of both <em>church</em> and <span style="font-size:17px">state</span> . The <span style="font-size:17px">failure</span>	the <span style="font-size:17px">practical</span> <span style="font-size:17px">autonomy</span> of both <em>church</em> and <span style="font-size:17px">state</span> . The <span style="font-size:17px">failure</span>
organization	False	8.0	9.0	3.0	3.0	br-d10	a2	A	church/N/br-d10/2114	Churches	Newbiggin reflects the dominant position within the World Council of <em>Churches</em> when he says , `` We must claim absoluteness and	Newbiggin <span style="font-size:17px">reflects</span> the <span style="font-size:17px">dominant</span> <span style="font-size:17px">position</span> within the <span style="font-size:17px">World</span> <span style="font-size:17px">Council</span> of <em>Churches</em> when he <span style="font-size:17px">says</span> , `` We must <span style="font-size:17px">claim</span> <span style="font-size:17px">absoluteness</span> and	<span style="font-size:17px">Newbiggin</span> <span style="font-size:17px">reflects</span> the <span style="font-size:17px">dominant</span> <span style="font-size:17px">position</span> within the <span style="font-size:17px">World</span> <span style="font-size:17px">Council</span> of <em>Churches</em> when he <span style="font-size:17px">says</span> , `` We must <span style="font-size:17px">claim</span> <span style="font-size:17px">absoluteness</span> and	within the World Council of <em>Churches</em> when he says , ``	within the <span style="font-size:17px">World</span> <span style="font-size:17px">Council</span> of <em>Churches</em> when he <span style="font-size:17px">says</span> , ``	within the <span style="font-size:17px">World</span> <span style="font-size:17px">Council</span> of <em>Churches</em> when he <span style="font-size:17px">says</span> , ``
organization	False	6.0	6.0	3.0	3.0	br-d10	a1	A	church/N/br-d10/2187	church	for insisting that there is no salvation outside the visible <em>church</em> . In mentioning this under `` salvation reconsidered '' I	for <span style="font-size:17px">insisting</span> that there <span style="font-size:17px">is</span> no <span style="font-size:17px">salvation</span> outside the <span style="font-size:17px">visible</span> <em>church</em> . In <span style="font-size:17px">mentioning</span> this under `` <span style="font-size:17px">salvation</span> <span style="font-size:17px">reconsidered</span> '' I	for <span style="font-size:17px">insisting</span> that there <span style="font-size:17px">is</span> no <span style="font-size:17px">salvation</span> outside the <span style="font-size:17px">visible</span> <em>church</em> . In <span style="font-size:17px">mentioning</span> this under `` <span style="font-size:17px">salvation</span> <span style="font-size:17px">reconsidered</span> '' I	no salvation outside the visible <em>church</em> . In mentioning this under	no <span style="font-size:17px">salvation</span> outside the <span style="font-size:17px">visible</span> <em>church</em> . In <span style="font-size:17px">mentioning</span> this under	no <span style="font-size:17px">salvation</span> outside the <span style="font-size:17px">visible</span> <em>church</em> . In <span style="font-size:17px">mentioning</span> this under
organization	False	9.0	9.0	5.0	5.0	br-d12	a1	A	church/N/br-d12/233	church	? What social , ethical and theological insights can the <em>church</em> and university help him bring to bear upon his situation	? What <span style="font-size:17px">social</span> , <span style="font-size:17px">ethical</span> and <span style="font-size:17px">theological</span> <span style="font-size:17px">insights</span> can the <em>church</em> and <span style="font-size:17px">university</span> <span style="font-size:17px">help</span> him <span style="font-size:17px">bring</span> to <span style="font-size:17px">bear</span> upon his <span style="font-size:17px">situation</span>	? What <span style="font-size:17px">social</span> , <span style="font-size:17px">ethical</span> and <span style="font-size:17px">theological</span> <span style="font-size:17px">insights</span> can the <em>church</em> and <span style="font-size:17px">university</span> <span style="font-size:17px">help</span> him <span style="font-size:17px">bring</span> to <span style="font-size:17px">bear</span> upon his <span style="font-size:17px">situation</span>	and theological insights can the <em>church</em> and university help him bring	and <span style="font-size:17px">theological</span> <span style="font-size:17px">insights</span> can the <em>church</em> and <span style="font-size:17px">university</span> <span style="font-size:17px">help</span> him <span style="font-size:17px">bring</span>	and <span style="font-size:17px">theological</span> <span style="font-size:17px">insights</span> can the <em>church</em> and <span style="font-size:17px">university</span> <span style="font-size:17px">help</span> him <span style="font-size:17px">bring</span>
organization	False	8.0	8.0	3.0	3.0	br-d12	a1	A	church/N/br-d12/1462	church	discussed must surely be raised . The role of both <em>church</em> and university as sources of information and settings within which	<span style="font-size:17px">discussed</span> must surely <span style="font-size:17px">be</span> <span style="font-size:17px">raised</span> . The <span style="font-size:17px">role</span> of both <em>church</em> and <span style="font-size:17px">university</span> as <span style="font-size:17px">sources</span> of <span style="font-size:17px">information</span> and <span style="font-size:17px">settings</span> within which	<span style="font-size:17px">discussed</span> must surely <span style="font-size:17px">be</span> <span style="font-size:17px">raised</span> . The <span style="font-size:17px">role</span> of both <em>church</em> and <span style="font-size:17px">university</span> as <span style="font-size:17px">sources</span> of <span style="font-size:17px">information</span> and <span style="font-size:17px">settings</span> within which	. The role of both <em>church</em> and university as sources of	. The <span style="font-size:17px">role</span> of both <em>church</em> and <span style="font-size:17px">university</span> as <span style="font-size:17px">sources</span> of	. The <span style="font-size:17px">role</span> of both <em>church</em> and <span style="font-size:17px">university</span> as <span style="font-size:17px">sources</span> of
congregation	False	7.0	7.0	4.0	4.0	br-d14	b	B	church/N/br-d14/199	churches	although in 1914 still a minority , were members of <em>churches</em> . Presumably those who did not have a formal church	although in 1914 still a <span style="font-size:17px">minority</span> , <span style="font-size:17px">were</span> <span style="font-size:17px">members</span> of <em>churches</em> . Presumably those who <span style="font-size:17px">did</span> not <span style="font-size:17px">have</span> a <span style="font-size:17px">formal</span> <span style="font-size:17px">church</span>	although in 1914 still a <span style="font-size:17px">minority</span> , <span style="font-size:17px">were</span> <span style="font-size:17px">members</span> of <em>churches</em> . Presumably those who <span style="font-size:17px">did</span> not <span style="font-size:17px">have</span> a <span style="font-size:17px">formal</span> <span style="font-size:17px">church</span>	minority , were members of <em>churches</em> . Presumably those who did	<span style="font-size:17px">minority</span> , <span style="font-size:17px">were</span> <span style="font-size:17px">members</span> of <em>churches</em> . Presumably those who <span style="font-size:17px">did</span>	<span style="font-size:17px">minority</span> , <span style="font-size:17px">were</span> <span style="font-size:17px">members</span> of <em>churches</em> . Presumably those who <span style="font-size:17px">did</span>
congregation	False	8.0	8.0	3.0	3.0	br-d14	b	B	church/N/br-d14/234	church	. Many of them had once been members of a <em>church</em> or at least had been given instruction in Christianity but	. <span style="font-size:17px">Many</span> <span style="font-size:17px">of</span> them <span style="font-size:17px">had</span> once <span style="font-size:17px">been</span> <span style="font-size:17px">members</span> of a <em>church</em> or at least <span style="font-size:17px">had</span> <span style="font-size:17px">been</span> <span style="font-size:17px">given</span> <span style="font-size:17px">instruction</span> in <span style="font-size:17px">Christianity</span> but	. <span style="font-size:17px">Many</span> <span style="font-size:17px">of</span> them <span style="font-size:17px">had</span> once <span style="font-size:17px">been</span> <span style="font-size:17px">members</span> of a <em>church</em> or at least <span style="font-size:17px">had</span> <span style="font-size:17px">been</span> <span style="font-size:17px">given</span> <span style="font-size:17px">instruction</span> in <span style="font-size:17px">Christianity</span> but	once been members of a <em>church</em> or at least had been	once <span style="font-size:17px">been</span> <span style="font-size:17px">members</span> of a <em>church</em> or at least <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>	once <span style="font-size:17px">been</span> <span style="font-size:17px">members</span> of a <em>church</em> or at least <span style="font-size:17px">had</span> <span style="font-size:17px">been</span>
congregation	False	10.0	10.0	5.0	5.0	br-d14	a2	A	church/N/br-d14/457	churches	members mounted , the degree of discipline exercised by the <em>churches</em> lessened and the trend was towards conformity to the general	<span style="font-size:17px">members</span> <span style="font-size:17px">mounted</span> , the <span style="font-size:17px">degree</span> of <span style="font-size:17px">discipline</span> <span style="font-size:17px">exercised</span> by the <em>churches</em> <span style="font-size:17px">lessened</span> and the <span style="font-size:17px">trend</span> <span style="font-size:17px">was</span> towards <span style="font-size:17px">conformity</span> to the <span style="font-size:17px">general</span>	<span style="font-size:17px">members</span> <span style="font-size:17px">mounted</span> , the <span style="font-size:17px">degree</span> of <span style="font-size:17px">discipline</span> <span style="font-size:17px">exercised</span> by the <em>churches</em> <span style="font-size:17px">lessened</span> and the <span style="font-size:17px">trend</span> <span style="font-size:17px">was</span> towards <span style="font-size:17px">conformity</span> to the <span style="font-size:17px">general</span>	of discipline exercised by the <em>churches</em> lessened and the trend was	of <span style="font-size:17px">discipline</span> <span style="font-size:17px">exercised</span> by the <em>churches</em> <span style="font-size:17px">lessened</span> and the <span style="font-size:17px">trend</span> <span style="font-size:17px">was</span>	of <span style="font-size:17px">discipline</span> <span style="font-size:17px">exercised</span> by the <em>churches</em> <span style="font-size:17px">lessened</span> and the <span style="font-size:17px">trend</span> <span style="font-size:17px">was</span>
congregation	False	10.0	10.0	6.0	6.0	br-d14	b	B	church/N/br-d14/507	churches	ethical codes to which the majority subscribed . Thus Baptist <em>churches</em> on the frontier took cognizance of charges against their members	<span style="font-size:17px">ethical</span> <span style="font-size:17px">codes</span> to which the <span style="font-size:17px">majority</span> <span style="font-size:17px">subscribed</span> . Thus <span style="font-size:17px">Baptist</span> <em>churches</em> on the <span style="font-size:17px">frontier</span> <span style="font-size:17px">took</span> <span style="font-size:17px">cognizance</span> of <span style="font-size:17px">charges</span> against their <span style="font-size:17px">members</span>	<span style="font-size:17px">ethical</span> <span style="font-size:17px">codes</span> to which the <span style="font-size:17px">majority</span> <span style="font-size:17px">subscribed</span> . Thus <span style="font-size:17px">Baptist</span> <em>churches</em> on the <span style="font-size:17px">frontier</span> <span style="font-size:17px">took</span> <span style="font-size:17px">cognizance</span> of <span style="font-size:17px">charges</span> against their <span style="font-size:17px">members</span>	majority subscribed . Thus Baptist <em>churches</em> on the frontier took cognizance	<span style="font-size:17px">majority</span> <span style="font-size:17px">subscribed</span> . Thus <span style="font-size:17px">Baptist</span> <em>churches</em> on the <span style="font-size:17px">frontier</span> <span style="font-size:17px">took</span> <span style="font-size:17px">cognizance</span>	<span style="font-size:17px">majority</span> <span style="font-size:17px">subscribed</span> . Thus <span style="font-size:17px">Baptist</span> <em>churches</em> on the <span style="font-size:17px">frontier</span> <span style="font-size:17px">took</span> <span style="font-size:17px">cognizance</span>
organization	False	12.0	12.0	6.0	6.0	br-d14	a2	A	church/N/br-d14/1311	Church	men and women of New England ancestry also issued the <em>Church</em> of Jesus Christ of Latter Day Saints , the Seventh	<span style="font-size:17px">men</span> and <span style="font-size:17px">women</span> of <span style="font-size:17px">New</span> <span style="font-size:17px">England</span> <span style="font-size:17px">ancestry</span> also <span style="font-size:17px">issued</span> the <em>Church</em> of <span style="font-size:17px">Jesus</span> <span style="font-size:17px">Christ</span> of <span style="font-size:17px">Latter</span> <span style="font-size:17px">Day</span> <span style="font-size:17px">Saints</span> , the <span style="font-size:17px">Seventh</span>	<span style="font-size:17px">men</span> and <span style="font-size:17px">women</span> of <span style="font-size:17px">New</span> <span style="font-size:17px">England</span> <span style="font-size:17px">ancestry</span> also <span style="font-size:17px">issued</span> the <em>Church</em> of <span style="font-size:17px">Jesus</span> <span style="font-size:17px">Christ</span> of <span style="font-size:17px">Latter</span> <span style="font-size:17px">Day</span> <span style="font-size:17px">Saints</span> , the <span style="font-size:17px">Seventh</span>	England ancestry also issued the <em>Church</em> of Jesus Christ of Latter	<span style="font-size:17px">England</span> <span style="font-size:17px">ancestry</span> also <span style="font-size:17px">issued</span> the <em>Church</em> of <span style="font-size:17px">Jesus</span> <span style="font-size:17px">Christ</span> of <span style="font-size:17px">Latter</span>	<span style="font-size:17px">England</span> <span style="font-size:17px">ancestry</span> also <span style="font-size:17px">issued</span> the <em>Church</em> of <span style="font-size:17px">Jesus</span> <span style="font-size:17px">Christ</span> of <span style="font-size:17px">Latter</span>
organization	False	6.0	6.0	3.0	3.0	br-d14	a2	A	church/N/br-d14/1926	churches	( 1807 - 1892 ) he eventually attacked the orthodox <em>churches</em> for what he deemed their cowardly compromising on the slavery	( 1807 - 1892 ) he eventually <span style="font-size:17px">attacked</span> the <span style="font-size:17px">orthodox</span> <em>churches</em> for what he <span style="font-size:17px">deemed</span> their <span style="font-size:17px">cowardly</span> <span style="font-size:17px">compromising</span> on the <span style="font-size:17px">slavery</span>	( 1807 - 1892 ) he eventually <span style="font-size:17px">attacked</span> the <span style="font-size:17px">orthodox</span> <em>churches</em> for what he <span style="font-size:17px">deemed</span> their <span style="font-size:17px">cowardly</span> <span style="font-size:17px">compromising</span> on the <span style="font-size:17px">slavery</span>	he eventually attacked the orthodox <em>churches</em> for what he deemed their	he eventually <span style="font-size:17px">attacked</span> the <span style="font-size:17px">orthodox</span> <em>churches</em> for what he <span style="font-size:17px">deemed</span> their	he eventually <span style="font-size:17px">attacked</span> the <span style="font-size:17px">orthodox</span> <em>churches</em> for what he <span style="font-size:17px">deemed</span> their
organization	False	7.0	7.0	2.0	2.0	br-d14	a2	A	church/N/br-d14/2203	churches	of Lyman Beecher . Although he later broke with the <em>churches</em> because he believed that they were insufficiently outspoken against social	of <span style="font-size:17px">Lyman</span> <span style="font-size:17px">Beecher</span> . Although he later <span style="font-size:17px">broke</span> with the <em>churches</em> because he <span style="font-size:17px">believed</span> that they <span style="font-size:17px">were</span> insufficiently <span style="font-size:17px">outspoken</span> against <span style="font-size:17px">social</span>	of <span style="font-size:17px">Lyman</span> <span style="font-size:17px">Beecher</span> . Although he later <span style="font-size:17px">broke</span> with the <em>churches</em> because he <span style="font-size:17px">believed</span> that they <span style="font-size:17px">were</span> insufficiently <span style="font-size:17px">outspoken</span> against <span style="font-size:17px">social</span>	he later broke with the <em>churches</em> because he believed that they	he later <span style="font-size:17px">broke</span> with the <em>churches</em> because he <span style="font-size:17px">believed</span> that they	he later <span style="font-size:17px">broke</span> with the <em>churches</em> because he <span style="font-size:17px">believed</span> that they
