_id	sentence	sense	broadsense	supersense	compound_status	_text	wordform	building_bool	building	comm	organization	set_of_beliefs
church/N/br-f15/1944	The general board declared : `` Most of the Protestant churches hold contraception and periodic continence to be morally right when the motives are right .	a2	organization	A	simply_church	`` Most of the Protestant <span class='hit'>churches</span> hold contraception and periodic continence	churches	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/1998	'' . An action once universally condemned by all Christian churches and forbidden by the civil law is now not only approved by the overwhelming majority of Protestant denominations , but also deemed , at certain times , to be a positive religious duty .	a2	organization	A	simply_church	universally condemned by all Christian <span class='hit'>churches</span> and forbidden by the civil	churches	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/776	the use of the infertile or safe period . The Church considers this to be the method provided by nature and its divine Author : It involves no frustration of nature 's laws , but simply an intelligent and disciplined use of them .	a2	organization	A	simply_church	or safe period . The <span class='hit'>Church</span> considers this to be the	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/824	With the exception of the Roman Catholic and the Orthodox Catholic Churches , most churches make no moral distinction between rhythm and mechanical or chemical contraceptives , allowing the couple free choice .	a2	organization	A	simply_church	Orthodox Catholic Churches , most <span class='hit'>churches</span> make no moral distinction between	churches	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/862	seems little chance of agreement . The grounds for the Church 's position are Scriptural ( Old Testament ) , the teachings of the fathers and doctors of the early Church , the unbroken tradition of nineteen centuries , the decisions of the highest ecclesiastical authority and the natural law .	a2	organization	A	simply_church	. The grounds for the <span class='hit'>Church</span> 's position are Scriptural (	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/882	The grounds for the Church 's position are Scriptural ( Old Testament ) , the teachings of the fathers and doctors of the early Church , the unbroken tradition of nineteen centuries , the decisions of the highest ecclesiastical authority and the natural law .	a1	organization	A	simply_church	and doctors of the early <span class='hit'>Church</span> , the unbroken tradition of	Church	FALSE	NR	NR	hierarchy	doctrine
church/N/br-f44/647	"There is much talk in theological circles about the `` Church as Mission '' and the `` Church 's Mission '' ; theologians have been stressing the fact that the Church does not exist for its own sake but as a testimony in the world for the healing of the world ."	a1	organization	A	simply_church	theological circles about the `` <span class='hit'>Church</span> as Mission '' and the	Church	FALSE	NR	NR	institution	evangelism
church/N/br-f44/654	"There is much talk in theological circles about the `` Church as Mission '' and the `` Church 's Mission '' ; theologians have been stressing the fact that the Church does not exist for its own sake but as a testimony in the world for the healing of the world ."	a2	organization	A	simply_church	"Mission '' and the `` <span class='hit'>Church</span> 's Mission '' ; theologians"	Church	FALSE	NR	NR	agentivity	evangelism
church/N/br-f44/667	"There is much talk in theological circles about the `` Church as Mission '' and the `` Church 's Mission '' ; theologians have been stressing the fact that the Church does not exist for its own sake but as a testimony in the world for the healing of the world ."	a1	organization	A	simply_church	stressing the fact that the <span class='hit'>Church</span> does not exist for its	Church	FALSE	NR	NR	institution	NR
church/N/br-f44/924	If we add to these contacts with friendly members the `` contacts with an organization of the church '' ( 11.2 per cent of the cases ) , then a substantial two thirds of all recruitment is through friendly contact .	b	congregation	B	simply_church	with an organization of the <span class='hit'>church</span> '' ( 11.2 per cent	church	FALSE	NR	membership	administration	NR
church/N/br-f44/986	"On the surface , this seems a sound approach to Christian mission : members of the congregation show by their friendly attitudes that they care for new people ; the new people respond in kind by joining the church . Missionary outreach by friendly contact looks somewhat different when"	b	congregation	B	simply_church	in kind by joining the <span class='hit'>church</span> . Missionary outreach by friendly	church	FALSE	NR	membership	NR	NR
church/N/br-g02/1539	In its beginnings the nation-state had to struggle to assert itself - internally , against feudal groups , and externally , against the power and influence of such other claimants for loyalty as the Church . The breakup of the Holy Roman Empire and the	a2	organization	A	simply_church	claimants for loyalty as the <span class='hit'>Church</span> . The breakup of the	Church	FALSE	NR	NR	institution	devotion
church/N/br-k04/1485	Wilson stressed the fact that clear as this was , they must have a better church , a more business-like conduct of the church organization , and an effort to get this religious center out of its rut of wild worship into a modern church organization .	b	congregation	B	simply_church	they must have a better <span class='hit'>church</span> , a more business-like conduct	church	FALSE	NR	NR	administration	NR
church/N/br-k04/2307	And for him to leave this job now without accomplishing anything would mean practically the end of his career in the Methodist church , if not in all churches .	a2	congregation	A	simply_church	, if not in all <span class='hit'>churches</span> .	churches	FALSE	NR	NR	hierarchy	NR
church/N/br-k10/1422	Why , oh why , does n't he stick to preaching the Gospel , instead of meddling in civic affairs , politics , economics , and social issues that are no concern of the Church '' ? And John 's reply was always the same	a2	organization	A	simply_church	are no concern of the NA '' ? And John 's	NA	FALSE	NR	NR	agentivity	doctrine
church/N/br-k10/1444	And John 's reply was always the same : `` Anything that affects souls is the concern of the Church ! We will have righteousness '' ! Tears burned behind	a2	organization	A	simply_church	is the concern of the NA ! We will have righteousness	NA	FALSE	NR	NR	agentivity	doctrine
church/N/br-k10/1801	Peter Caroli had come to Geneva , saying that he had been a bishop of the Church of Rome and had been persecuted in Paris for his Reformed faith .	a2	organization	A	simply_church	been a bishop of the NA of Rome and had been	NA	FALSE	NR	NR	hierarchy	NR
church/N/br-k10/205	The next morning , as the clock struck nine , he appeared at the Council meeting in the Town Hall and insisted that the couple would have to be punished if the Church was to be respected . `` I have told you	a2	organization	A	simply_church	to be punished if the <span class='hit'>Church</span> was to be respected .	Church	FALSE	NR	NR	institution	devotion
church/N/br-k10/257	`` That is the answer the ungodly will always make when the Church points its fingers at their sins . I say to	a1	organization	A	simply_church	will always make when the <span class='hit'>Church</span> points its fingers at their	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-k10/271	at their sins . I say to you that the Church will ever decry evil '' ! John 's reply was	a2	organization	A	simply_church	say to you that the <span class='hit'>Church</span> will ever decry evil ''	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-k10/561	Charles had died two weeks before , in early November , without being reconciled to the Church . The canons , in a body , had tried	a2	organization	A	simply_church	without being reconciled to the <span class='hit'>Church</span> . The canons , in	Church	FALSE	NR	NR	institution	doctrine
church/N/br-k10/588	The canons , in a body , had tried to force him on his deathbed to let them give him the last rites of the Church , but he had died still proclaiming salvation by faith .	a2	organization	A	simply_church	the last rites of the <span class='hit'>Church</span> , but he had died	Church	FALSE	NR	NR	institution	doctrine
church/N/br-k14/1113	The rabbi said thoughtfully , `` I would not want my people to get in trouble with the Church '' . `` I am working for the Cardinal of	a2	organization	A	simply_church	get in trouble with the NA '' . `` I am	NA	FALSE	NR	NR	agentivity	doctrine
church/N/br-k19/168	Even Rector himself was prey to this spirit of competition and he knew it , not for a more exalted office in the hierarchy of the church - his ambitions for the bishopry had died very early in his career -	a2	organization	A	simply_church	in the hierarchy of the <span class='hit'>church</span> - his ambitions for the	church	FALSE	NR	NR	hierarchy	NR
church/N/br-k19/213	He was not sure how much of this desire was due to his devotion to the church and how much was his own ego , demanding to be satisfied , for the two were intertwined and could not be separated .	a1	organization	A	simply_church	to his devotion to the <span class='hit'>church</span> and how much was his	church	FALSE	NR	NR	institution	devotion
church/N/br-m01/1680	. Fosterite bishops , after secret conclave , announced the Church 's second Major Miracle : Supreme Bishop Digby had been translated bodily to Heaven and spot-promoted to Archangel , ranking with-but-after	a2	organization	A	simply_church	secret conclave , announced the NA 's second Major Miracle :	NA	FALSE	NR	NR	institution	doctrine
church/N/br-m01/232	"he was learning to think in . The word `` church '' which turned up over and over again among Jubal 's words gave him knotty difficulty ; there was no Martian concept to match it - unless one took `` church '' and `` worship '' and `` God '' and `` congregation '' and many other words and equated them to the totality of the only world he had known during growing waiting & & & then forced the concept back into English in that phrase which had been rejected ( by each differently ) by Jubal , by Mahmoud , by Digby ."	NA	metalinguistic	NA	simply_church	in . The word `` NA '' which turned up over	NA	FALSE	NR	NR	NR	NR
church/N/br-m01/263	"The word `` church '' which turned up over and over again among Jubal 's words gave him knotty difficulty ; there was no Martian concept to match it - unless one took `` church '' and `` worship '' and `` God '' and `` congregation '' and many other words and equated them to the totality of the only world he had known during growing waiting & & & then forced the concept back into English in that phrase which had been rejected ( by each differently ) by Jubal , by Mahmoud , by Digby ."	NA	metalinguistic	NA	simply_church	- unless one took `` NA '' and `` worship ''	NA	FALSE	NR	NR	NR	NR
church/N/br-p12/1309	It was too bad he had no feeling himself for church . Not his poor mother 's fault . She would	d	service	D	simply_church	had no feeling himself for <span class='hit'>church</span> . Not his poor mother	church	FALSE	NR	participation	NR	devotion
church/N/br-p12/1433	Being a woman though , she would take only what she needed from church . It was too bad he was n't a Catholic	d	organization	D	simply_church	only what she needed from <span class='hit'>church</span> . It was too bad	church	FALSE	NR	NR	NR	doctrine
church/N/br-a10/1674	Friday night the delegates heard the need for their forthcoming program , `` Breakthrough '' scheduled to fill the churches for the next two years . In his opening address	c3	building	C	simply_church	'' scheduled to fill the <span class='hit'>churches</span> for the next two years	churches	TRUE	place	participation	NR	practice
church/N/br-a16/453	Because of the recent death of the bride 's father , Frederick B. Hamm , the marriage of Miss Terry Hamm to John Bruce Parichy will be a small one at noon tomorrow in St. Bernadine 's church , Forest Park . A small reception will follow in	c1	building	C	simply_church	tomorrow in St. Bernadine 's <span class='hit'>church</span> , Forest Park . A	church	TRUE	place	NR	NR	NR
church/N/br-a17/2228	Jr. seated guests . A reception was held at the church . The First Christian Church of Pampa was the setting	c1	building	C	simply_church	reception was held at the <span class='hit'>church</span> . The First Christian Church	church	TRUE	place	NR	NR	NR
church/N/br-a31/2212	. To start the week of special programs at the church , the Rev. John D. Henderson will preach on `` A Successful Marriage '' at 9 : 40 and 11 a. m. Sunday .	c3	congregation	C	simply_church	of special programs at the <span class='hit'>church</span> , the Rev. John D.	church	TRUE	place	participation	NR	practice
church/N/br-b08/2363	. But how little love we give him . The church truly is not a rest home for saints , but a hospital for sinners .	c1	building	C	simply_church	we give him . The <span class='hit'>church</span> truly is not a rest	church	TRUE	place	NR	NR	NR
church/N/br-b08/834	tonight '' , he continued . `` I leave this church with a feeling that a great weight has been lifted off my heart , I have left my grudge at the altar and forgiven my neighbor '' .	NA	building	NA	simply_church	. `` I leave this <span class='hit'>church</span> with a feeling that a	church	TRUE	place	NR	NR	NR
church/N/br-d03/1063	While it must be said that these same Protestants have built some new churches during this period , and that religious population shifts have emptied churches , a principal reason for this phenomenon of redundancy is that fewer Protestants are going to church .	c3	building	C	simply_church	religious population shifts have emptied <span class='hit'>churches</span> , a principal reason for	churches	TRUE	place	participation	NR	NR
church/N/br-d03/2335	"Almost daily something is reported which feeds this Catholic hope in England : statistics of the increasing numbers of converts and Irish Catholic immigrants ; news of a Protestant minister in Leamington who has offered to allow a Catholic priest to preach from his pulpit ; a report that a Catholic nun had been requested to teach in a non-Catholic secondary school during the sickness of one of its masters ; the startling statement in a respectable periodical that `` Catholics , if the present system is still in operation , will constitute almost one-third of the House of Lords in the next generation '' ; a report that 200 Protestant clergymen and laity attended a votive Mass offered for Christian unity at a Catholic church in Slough during the Church Unity Octave ."	c1	building	C	simply_church	Christian unity at a Catholic NA in Slough during the Church	NA	TRUE	place	NR	NR	NR
church/N/br-d03/721	A Protestant woman marveled to me over the large crowds going in and out of the Birmingham Oratory ( Catholic ) Church on Sunday mornings . She found this a marvel because	c1	building	C	simply_church	Birmingham Oratory ( Catholic ) <span class='hit'>Church</span> on Sunday mornings . She	Church	TRUE	place	NR	NR	practice
church/N/br-d03/952	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	c1	building	C	simply_church	England alone there are 790 <span class='hit'>churches</span> which are redundant now ,	churches	TRUE	place	NR	NR	NR
church/N/br-f44/1122	"Churches can be strengthened through this process of co-optation so long as the environs of the church provide a sufficient pool of people who can fit the pattern of economic integration ; once the pool of recruits diminishes , the congregation is helpless - friendly contacts no longer keep it going ."	c2	congregation	C	simply_church	as the environs of the <span class='hit'>church</span> provide a sufficient pool of	church	TRUE	place	membership	administration	evangelism
church/N/br-k04/1353	After looking about a bit , Wilson discovered beyond Black Bottom , across the river and far removed from the white city , a considerable tract of land , and it occurred to him that the church and the better Negro homes might gradually be moved to this plot .	c1	building	C	simply_church	occurred to him that the <span class='hit'>church</span> and the better Negro homes	church	TRUE	place	believers	NR	NR
church/N/br-k06/852	with its high steeple and clock . There was no church like Drew Church , no preacher like Papa , who was intimate with Him , and could consign sinners to hellfire .	c1	building	C	simply_church	clock . There was no <span class='hit'>church</span> like Drew Church , no	church	TRUE	place	NR	NR	NR
church/N/br-k14/825	The Jewish section was in Trastevere , near the Tiber at the church of San Francesco a Ripa . The colony had been	c1	building	C	simply_church	near the Tiber at the NA of San Francesco a Ripa	NA	TRUE	place	NR	NR	NR
church/N/br-k25/80	He could no longer build anything , whether a private residence in his Pennsylvania county or a church in Brazil , without it being obvious that he had done it , and while here and there he was taken to task for again developing the same airy technique , they were such fanciful and sometimes even playful buildings that the public felt assured by its sense of recognition after a time , a quality of authentic uniqueness about them , which , once established by an artist as his private vision , is no longer disputable as to its other values .	c1	building	C	simply_church	his Pennsylvania county or a NA in Brazil , without it	NA	TRUE	place	NR	NR	NR
