	c.nvj.5_5.ppmi_count	c.nvj.5_5.ppmi_cws	c.nvj.5_5.ppmi_weights	c.nvj.10_10.ppmi_count	c.nvj.10_10.ppmi_cws	c.nvj.10_10.ppmi_weights	c.nvj.5_5.noweight_count	c.nvj.5_5.noweight_cws	c.nvj.10_10.noweight_count	c.nvj.10_10.noweight_cws	c.nvjid.5_5.ppmi_count	c.nvjid.5_5.ppmi_cws	c.nvjid.5_5.ppmi_weights	c.nvjid.10_10.ppmi_count	c.nvjid.10_10.ppmi_cws	c.nvjid.10_10.ppmi_weights	c.nvjid.5_5.noweight_count	c.nvjid.5_5.noweight_cws	c.nvjid.10_10.noweight_count	c.nvjid.10_10.noweight_cws	c.none.5_5.ppmi_count	c.none.5_5.ppmi_cws	c.none.5_5.ppmi_weights	c.none.10_10.ppmi_count	c.none.10_10.ppmi_cws	c.none.10_10.ppmi_weights	c.none.5_5.noweight_count	c.none.5_5.noweight_cws	c.none.10_10.noweight_count	c.none.10_10.noweight_cws	s.nvj.5_5.ppmi_count	s.nvj.5_5.ppmi_cws	s.nvj.5_5.ppmi_weights	s.nvj.10_10.ppmi_count	s.nvj.10_10.ppmi_cws	s.nvj.10_10.ppmi_weights	s.nvj.5_5.noweight_count	s.nvj.5_5.noweight_cws	s.nvj.10_10.noweight_count	s.nvj.10_10.noweight_cws	s.nvjid.5_5.ppmi_count	s.nvjid.5_5.ppmi_cws	s.nvjid.5_5.ppmi_weights	s.nvjid.10_10.ppmi_count	s.nvjid.10_10.ppmi_cws	s.nvjid.10_10.ppmi_weights	s.nvjid.5_5.noweight_count	s.nvjid.5_5.noweight_cws	s.nvjid.10_10.noweight_count	s.nvjid.10_10.noweight_cws	s.none.5_5.ppmi_count	s.none.5_5.ppmi_cws	s.none.5_5.ppmi_weights	s.none.10_10.ppmi_count	s.none.10_10.ppmi_cws	s.none.10_10.ppmi_weights	s.none.5_5.noweight_count	s.none.5_5.noweight_cws	s.none.10_10.noweight_count	s.none.10_10.noweight_cws
church/N/br-k10/1801	2	bishop/N;rome/N	3.169505;2.2967033	3	bishop/N;persecute/V;rome/N	3.169505;2.9790888;2.2967033	5	be/V;bishop/N;have/V;of/N;rome/N	8	be/V;bishop/N;have/V;of/N;paris/N;persecute/V;rome/N;say/V	5	a/D;bishop/N;of/I;rome/N;the/D	0.10114131;3.169505;0.48038787;2.2967033;0.6102459	8	a/D;bishop/N;for/I;in/I;of/I;persecute/V;rome/N;the/D	0.10114131;3.169505;0.08600023;0.5505831;0.48038787;2.9790888;2.2967033;0.6102459	8	a/D;be/V;bishop/N;have/V;of/I;of/N;rome/N;the/D	14	a/D;be/V;bishop/N;for/I;have/V;in/I;of/I;of/N;paris/N;persecute/V;rome/N;say/V;that/I;the/D	6	a/D;and/C;bishop/N;of/I;rome/N;the/D	0.10114131;0.28445822;3.169505;0.48038787;2.2967033;0.6102459	9	a/D;and/C;bishop/N;for/I;in/I;of/I;persecute/V;rome/N;the/D	0.10114131;0.28445822;3.169505;0.08600023;0.5505831;0.48038787;2.9790888;2.2967033;0.6102459	9	a/D;and/C;be/V;bishop/N;have/V;of/I;of/N;rome/N;the/D	17	a/D;and/C;be/V;bishop/N;for/I;have/V;he/P;his/P;in/I;of/I;of/N;paris/N;persecute/V;rome/N;say/V;that/I;the/D	4	bishop/N;have/V;of/N;rome/N	2.4385872;0.046398625;1.5447377;3.230286	4	bishop/N;have/V;of/N;rome/N	2.4385872;0.046398625;1.5447377;3.230286	5	be/V;bishop/N;have/V;of/N;rome/N	8	be/V;bishop/N;have/V;of/N;paris/N;persecute/V;rome/N;say/V	6	bishop/N;have/V;of/I;of/N;rome/N;the/D	2.4385872;0.046398625;0.49506077;1.5447377;3.230286;0.5460644	8	bishop/N;have/V;in/I;of/I;of/N;rome/N;that/I;the/D	2.4385872;0.046398625;0.13973331;0.49506077;1.5447377;3.230286;0.14680238;0.5460644	8	a/D;be/V;bishop/N;have/V;of/I;of/N;rome/N;the/D	14	a/D;be/V;bishop/N;for/I;have/V;in/I;of/I;of/N;paris/N;persecute/V;rome/N;say/V;that/I;the/D	7	and/C;bishop/N;have/V;of/I;of/N;rome/N;the/D	0.19365685;2.4385872;0.046398625;0.49506077;1.5447377;3.230286;0.5460644	9	and/C;bishop/N;have/V;in/I;of/I;of/N;rome/N;that/I;the/D	0.19365685;2.4385872;0.046398625;0.13973331;0.49506077;1.5447377;3.230286;0.14680238;0.5460644	9	a/D;and/C;be/V;bishop/N;have/V;of/I;of/N;rome/N;the/D	17	a/D;and/C;be/V;bishop/N;for/I;have/V;he/P;his/P;in/I;of/I;of/N;paris/N;persecute/V;rome/N;say/V;that/I;the/D
church/N/br-k10/205	4	america/N;interview/N;leader/N;several/N	1.0314004;0.78271466;1.3397875;0.4400632	6	america/N;east/N;interview/N;latin/J;leader/N;several/N	1.0314004;0.56126285;0.78271466;0.9051954;1.3397875;0.4400632	3	be/V;punish/V;respect/V	6	be/V;couple/N;have/V;punish/V;respect/V;tell/V	1	the/D	0.6102459	1	the/D	0.6102459	5	be/V;if/I;punish/V;respect/V;the/D	9	be/V;couple/N;have/V;if/I;punish/V;respect/V;tell/V;that/I;the/D	1	the/D	0.6102459	1	the/D	0.6102459	6	be/V;if/I;punish/V;respect/V;the/D;to/T	13	be/V;couple/N;have/V;i/P;if/I;punish/V;respect/V;tell/V;that/I;the/D;to/T;would/M;you/P	2	punish/V;respect/V	3.161293;2.6912894	3	have/V;punish/V;respect/V	0.046398625;3.161293;2.6912894	3	be/V;punish/V;respect/V	6	be/V;couple/N;have/V;punish/V;respect/V;tell/V	3	punish/V;respect/V;the/D	3.161293;2.6912894;0.5460644	5	have/V;punish/V;respect/V;that/I;the/D	0.046398625;3.161293;2.6912894;0.14680238;0.5460644	5	be/V;if/I;punish/V;respect/V;the/D	9	be/V;couple/N;have/V;if/I;punish/V;respect/V;tell/V;that/I;the/D	4	punish/V;respect/V;the/D;to/T	3.161293;2.6912894;0.5460644;0.026933488	6	have/V;punish/V;respect/V;that/I;the/D;to/T	0.046398625;3.161293;2.6912894;0.14680238;0.5460644;0.026933488	6	be/V;if/I;punish/V;respect/V;the/D;to/T	13	be/V;couple/N;have/V;i/P;if/I;punish/V;respect/V;tell/V;that/I;the/D;to/T;would/M;you/P
church/N/br-k10/257	1	point/V	0.55451035	1	point/V	0.55451035	3	finger/N;make/V;point/V	7	answer/N;finger/N;make/V;point/V;say/V;sin/N;ungodly/J	3	at/I;point/V;the/D	0.50020224;0.55451035;0.6102459	3	at/I;point/V;the/D	0.50020224;0.55451035;0.6102459	5	at/I;finger/N;make/V;point/V;the/D	9	answer/N;at/I;finger/N;make/V;point/V;say/V;sin/N;the/D;ungodly/J	6	always/R;at/I;its/P;point/V;the/D;their/P	0.023934636;0.50020224;0.4731723;0.55451035;0.6102459;0.13928929	6	always/R;at/I;its/P;point/V;the/D;their/P	0.023934636;0.50020224;0.4731723;0.55451035;0.6102459;0.13928929	10	always/R;at/I;finger/N;its/P;make/V;point/V;the/D;their/P;when/W;will/M	17	always/R;answer/N;at/I;be/R;finger/N;i/P;its/P;make/V;point/V;say/V;sin/N;the/D;their/P;to/T;ungodly/J;when/W;will/M	3	finger/N;make/V;point/V	1.2591856;0.1284457;0.8617125	3	finger/N;make/V;point/V	1.2591856;0.1284457;0.8617125	3	finger/N;make/V;point/V	7	answer/N;finger/N;make/V;point/V;say/V;sin/N;ungodly/J	5	at/I;finger/N;make/V;point/V;the/D	0.30576992;1.2591856;0.1284457;0.8617125;0.5460644	5	at/I;finger/N;make/V;point/V;the/D	0.30576992;1.2591856;0.1284457;0.8617125;0.5460644	5	at/I;finger/N;make/V;point/V;the/D	9	answer/N;at/I;finger/N;make/V;point/V;say/V;sin/N;the/D;ungodly/J	9	at/I;finger/N;its/P;make/V;point/V;the/D;their/P;when/W;will/M	0.30576992;1.2591856;0.6785099;0.1284457;0.8617125;0.5460644;0.10055366;0.019606914;0.13497774	10	at/I;finger/N;its/P;make/V;point/V;the/D;their/P;to/T;when/W;will/M	0.30576992;1.2591856;0.6785099;0.1284457;0.8617125;0.5460644;0.10055366;0.026933488;0.019606914;0.13497774	10	always/R;at/I;finger/N;its/P;make/V;point/V;the/D;their/P;when/W;will/M	17	always/R;answer/N;at/I;be/R;finger/N;i/P;its/P;make/V;point/V;say/V;sin/N;the/D;their/P;to/T;ungodly/J;when/W;will/M
church/N/br-k10/271	1	evil/N	1.0875583	2	evil/N;john/N	1.0875583;0.4376981	3	decry/V;evil/N;say/V	7	be/V;decry/V;evil/N;john/N;reply/N;say/V;sin/N	2	evil/N;the/D	1.0875583;0.6102459	4	at/I;evil/N;john/N;the/D	0.50020224;1.0875583;0.4376981;0.6102459	5	decry/V;evil/N;say/V;that/I;the/D	10	at/I;be/V;decry/V;evil/N;john/N;reply/N;say/V;sin/N;that/I;the/D	2	evil/N;the/D	1.0875583;0.6102459	6	's/P;at/I;evil/N;john/N;the/D;their/P	0.41929936;0.50020224;1.0875583;0.4376981;0.6102459;0.13928929	9	decry/V;ever/R;evil/N;say/V;that/I;the/D;to/T;will/M;you/P	17	's/P;at/I;be/V;decry/V;ever/R;evil/N;i/P;john/N;reply/N;say/V;sin/N;that/I;the/D;their/P;to/T;will/M;you/P	2	decry/V;evil/N	4.077584;2.5194392	3	decry/V;evil/N;john/N	4.077584;2.5194392;1.2107508	3	decry/V;evil/N;say/V	7	be/V;decry/V;evil/N;john/N;reply/N;say/V;sin/N	4	decry/V;evil/N;that/I;the/D	4.077584;2.5194392;0.14680238;0.5460644	6	at/I;decry/V;evil/N;john/N;that/I;the/D	0.30576992;4.077584;2.5194392;1.2107508;0.14680238;0.5460644	5	decry/V;evil/N;say/V;that/I;the/D	10	at/I;be/V;decry/V;evil/N;john/N;reply/N;say/V;sin/N;that/I;the/D	7	decry/V;ever/R;evil/N;that/I;the/D;to/T;will/M	4.077584;0.6944656;2.5194392;0.14680238;0.5460644;0.026933488;0.13497774	10	at/I;decry/V;ever/R;evil/N;john/N;that/I;the/D;their/P;to/T;will/M	0.30576992;4.077584;0.6944656;2.5194392;1.2107508;0.14680238;0.5460644;0.10055366;0.026933488;0.13497774	9	decry/V;ever/R;evil/N;say/V;that/I;the/D;to/T;will/M;you/P	17	's/P;at/I;be/V;decry/V;ever/R;evil/N;i/P;john/N;reply/N;say/V;sin/N;that/I;the/D;their/P;to/T;will/M;you/P
church/N/br-k10/561	1	canon/N	3.352293	4	body/N;canon/N;early/J;november/N	0.55617386;3.352293;0.6638904;0.111655764	3	be/V;canon/N;reconcile/V	8	be/V;body/N;canon/N;early/J;have/V;november/N;reconcile/V;try/V	4	canon/N;in/I;the/D;without/I	3.352293;0.5505831;0.6102459;0.05194986	8	a/D;body/N;canon/N;early/J;in/I;november/N;the/D;without/I	0.10114131;0.55617386;3.352293;0.6638904;0.5505831;0.111655764;0.6102459;0.05194986	6	be/V;canon/N;in/I;reconcile/V;the/D;without/I	12	a/D;be/V;body/N;canon/N;early/J;have/V;in/I;november/N;reconcile/V;the/D;try/V;without/I	4	canon/N;in/I;the/D;without/I	3.352293;0.5505831;0.6102459;0.05194986	8	a/D;body/N;canon/N;early/J;in/I;november/N;the/D;without/I	0.10114131;0.55617386;3.352293;0.6638904;0.5505831;0.111655764;0.6102459;0.05194986	7	be/V;canon/N;in/I;reconcile/V;the/D;to/T;without/I	13	a/D;be/V;body/N;canon/N;early/J;have/V;in/I;november/N;reconcile/V;the/D;to/T;try/V;without/I	2	canon/N;reconcile/V	4.770731;3.6721187	4	canon/N;early/J;have/V;reconcile/V	4.770731;1.138863;0.046398625;3.6721187	3	be/V;canon/N;reconcile/V	8	be/V;body/N;canon/N;early/J;have/V;november/N;reconcile/V;try/V	5	canon/N;in/I;reconcile/V;the/D;without/I	4.770731;0.13973331;3.6721187;0.5460644;0.64091206	7	canon/N;early/J;have/V;in/I;reconcile/V;the/D;without/I	4.770731;1.138863;0.046398625;0.13973331;3.6721187;0.5460644;0.64091206	6	be/V;canon/N;in/I;reconcile/V;the/D;without/I	12	a/D;be/V;body/N;canon/N;early/J;have/V;in/I;november/N;reconcile/V;the/D;try/V;without/I	6	canon/N;in/I;reconcile/V;the/D;to/T;without/I	4.770731;0.13973331;3.6721187;0.5460644;0.026933488;0.64091206	8	canon/N;early/J;have/V;in/I;reconcile/V;the/D;to/T;without/I	4.770731;1.138863;0.046398625;0.13973331;3.6721187;0.5460644;0.026933488;0.64091206	7	be/V;canon/N;in/I;reconcile/V;the/D;to/T;without/I	13	a/D;be/V;body/N;canon/N;early/J;have/V;in/I;november/N;reconcile/V;the/D;to/T;try/V;without/I
church/N/br-k10/588	1	rite/N	3.0034263	4	faith/N;proclaim/V;rite/N;salvation/N	1.4278954;0.21742018;3.0034263;1.875027	4	die/V;have/V;last/N;rite/N	9	die/V;faith/N;give/V;have/V;last/N;let/V;proclaim/V;rite/N;salvation/N	3	of/I;rite/N;the/D	0.48038787;3.0034263;0.6102459	7	by/I;faith/N;of/I;proclaim/V;rite/N;salvation/N;the/D	0.21296601;1.4278954;0.48038787;0.21742018;3.0034263;1.875027;0.6102459	6	die/V;have/V;last/N;of/I;rite/N;the/D	12	by/I;die/V;faith/N;give/V;have/V;last/N;let/V;of/I;proclaim/V;rite/N;salvation/N;the/D	3	of/I;rite/N;the/D	0.48038787;3.0034263;0.6102459	7	by/I;faith/N;of/I;proclaim/V;rite/N;salvation/N;the/D	0.21296601;1.4278954;0.48038787;0.21742018;3.0034263;1.875027;0.6102459	8	but/C;die/V;have/V;he/P;last/N;of/I;rite/N;the/D	18	but/C;by/I;die/V;faith/N;give/V;have/V;he/P;him/P;last/N;let/V;of/I;proclaim/V;rite/N;salvation/N;still/R;the/D;them/P;to/T	4	die/V;have/V;last/N;rite/N	0.5359001;0.046398625;3.0659828;3.161293	7	die/V;faith/N;have/V;last/N;proclaim/V;rite/N;salvation/N	0.5359001;1.7061726;0.046398625;3.0659828;2.2450023;3.161293;2.1316736	4	die/V;have/V;last/N;rite/N	9	die/V;faith/N;give/V;have/V;last/N;let/V;proclaim/V;rite/N;salvation/N	6	die/V;have/V;last/N;of/I;rite/N;the/D	0.5359001;0.046398625;3.0659828;0.49506077;3.161293;0.5460644	10	by/I;die/V;faith/N;have/V;last/N;of/I;proclaim/V;rite/N;salvation/N;the/D	0.17278127;0.5359001;1.7061726;0.046398625;3.0659828;0.49506077;2.2450023;3.161293;2.1316736;0.5460644	6	die/V;have/V;last/N;of/I;rite/N;the/D	12	by/I;die/V;faith/N;give/V;have/V;last/N;let/V;of/I;proclaim/V;rite/N;salvation/N;the/D	6	die/V;have/V;last/N;of/I;rite/N;the/D	0.5359001;0.046398625;3.0659828;0.49506077;3.161293;0.5460644	11	by/I;die/V;faith/N;have/V;last/N;of/I;proclaim/V;rite/N;salvation/N;the/D;to/T	0.17278127;0.5359001;1.7061726;0.046398625;3.0659828;0.49506077;2.2450023;3.161293;2.1316736;0.5460644;0.026933488	8	but/C;die/V;have/V;he/P;last/N;of/I;rite/N;the/D	18	but/C;by/I;die/V;faith/N;give/V;have/V;he/P;him/P;last/N;let/V;of/I;proclaim/V;rite/N;salvation/N;still/R;the/D;them/P;to/T
church/N/br-k10/967	3	enter/V;john/N;tower/N	0.6927206;0.4376981;2.6065083	5	bell/N;enter/V;john/N;step/N;tower/N	3.0513396;0.6927206;0.4376981;0.113474585;2.6065083	5	climb/V;enter/V;john/N;tower/N;vast/J	8	bell/N;climb/V;enter/V;john/N;quicken/V;step/N;tower/N;vast/J	4	enter/V;john/N;the/D;tower/N	0.6927206;0.4376981;0.6102459;2.6065083	6	bell/N;enter/V;john/N;step/N;the/D;tower/N	3.0513396;0.6927206;0.4376981;0.113474585;0.6102459;2.6065083	6	climb/V;enter/V;john/N;the/D;tower/N;vast/J	10	bell/N;climb/V;enter/V;john/N;quicken/V;step/N;the/D;tower/N;underneath/I;vast/J	5	and/C;enter/V;john/N;the/D;tower/N	0.28445822;0.6927206;0.4376981;0.6102459;2.6065083	8	and/C;bell/N;enter/V;john/N;step/N;the/D;time/R;tower/N	0.28445822;3.0513396;0.6927206;0.4376981;0.113474585;0.6102459;0.15196924;2.6065083	7	and/C;climb/V;enter/V;john/N;the/D;tower/N;vast/J	14	and/C;bell/N;climb/V;enter/V;his/P;john/N;quicken/V;step/N;the/D;time/R;to/T;tower/N;underneath/I;vast/J	6	climb/V;enter/V;john/N;steps/N;tower/N;vast/J	2.4193559;0.5151183;1.2107508;2.1316736;3.3844366;1.6911173	8	bell/N;climb/V;enter/V;john/N;step/N;steps/N;tower/N;vast/J	3.5667582;2.4193559;0.5151183;1.2107508;0.46801817;2.1316736;3.3844366;1.6911173	6	climb/V;enter/V;john/N;steps/N;tower/N;vast/J	9	bell/N;climb/V;enter/V;john/N;quicken/V;step/N;steps/N;tower/N;vast/J	7	climb/V;enter/V;john/N;steps/N;the/D;tower/N;vast/J	2.4193559;0.5151183;1.2107508;2.1316736;0.5460644;3.3844366;1.6911173	9	bell/N;climb/V;enter/V;john/N;step/N;steps/N;the/D;tower/N;vast/J	3.5667582;2.4193559;0.5151183;1.2107508;0.46801817;2.1316736;0.5460644;3.3844366;1.6911173	7	climb/V;enter/V;john/N;steps/N;the/D;tower/N;vast/J	11	bell/N;climb/V;enter/V;john/N;quicken/V;step/N;steps/N;the/D;tower/N;underneath/I;vast/J	8	and/C;climb/V;enter/V;john/N;steps/N;the/D;tower/N;vast/J	0.19365685;2.4193559;0.5151183;1.2107508;2.1316736;0.5460644;3.3844366;1.6911173	11	and/C;bell/N;climb/V;enter/V;john/N;step/N;steps/N;the/D;to/T;tower/N;vast/J	0.19365685;3.5667582;2.4193559;0.5151183;1.2107508;0.46801817;2.1316736;0.5460644;0.026933488;3.3844366;1.6911173	8	and/C;climb/V;enter/V;john/N;steps/N;the/D;tower/N;vast/J	15	and/C;bell/N;climb/V;enter/V;his/P;john/N;quicken/V;step/N;steps/N;the/D;time/R;to/T;tower/N;underneath/I;vast/J
church/N/br-k13/533	3	sculpture/N;stone/N;wall/N	0.5940931;1.0883003;0.36653715	5	eugene/N;photograph/N;sculpture/N;stone/N;wall/N	0.77569026;0.37494302;0.5940931;1.0883003;0.36653715	5	ask/V;be/V;sculpture/N;stone/N;wall/N	10	ask/V;be/V;eugene/N;harold/N;indicate/V;photograph/N;sculpture/N;stone/N;tell/V;wall/N	4	sculpture/N;stone/N;the/D;wall/N	0.5940931;1.0883003;0.6102459;0.36653715	7	eugene/N;on/I;photograph/N;sculpture/N;stone/N;the/D;wall/N	0.77569026;0.0030882794;0.37494302;0.5940931;1.0883003;0.6102459;0.36653715	6	ask/V;be/V;sculpture/N;stone/N;the/D;wall/N	12	ask/V;be/V;eugene/N;harold/N;indicate/V;on/I;photograph/N;sculpture/N;stone/N;tell/V;the/D;wall/N	5	and/C;sculpture/N;stone/N;the/D;wall/N	0.28445822;0.5940931;1.0883003;0.6102459;0.36653715	8	and/C;eugene/N;on/I;photograph/N;sculpture/N;stone/N;the/D;wall/N	0.28445822;0.77569026;0.0030882794;0.37494302;0.5940931;1.0883003;0.6102459;0.36653715	9	and/C;ask/V;be/V;in/R;sculpture/N;stone/N;the/D;wall/N;what/W	16	and/C;ask/V;be/V;eugene/N;harold/N;him/P;in/R;indicate/V;on/I;photograph/N;sculpture/N;stone/N;tell/V;the/D;wall/N;what/W	4	ask/V;sculpture/N;stone/N;wall/N	0.11724696;2.5735064;1.3863407;0.22213118	4	ask/V;sculpture/N;stone/N;wall/N	0.11724696;2.5735064;1.3863407;0.22213118	5	ask/V;be/V;sculpture/N;stone/N;wall/N	10	ask/V;be/V;eugene/N;harold/N;indicate/V;photograph/N;sculpture/N;stone/N;tell/V;wall/N	5	ask/V;sculpture/N;stone/N;the/D;wall/N	0.11724696;2.5735064;1.3863407;0.5460644;0.22213118	5	ask/V;sculpture/N;stone/N;the/D;wall/N	0.11724696;2.5735064;1.3863407;0.5460644;0.22213118	6	ask/V;be/V;sculpture/N;stone/N;the/D;wall/N	12	ask/V;be/V;eugene/N;harold/N;indicate/V;on/I;photograph/N;sculpture/N;stone/N;tell/V;the/D;wall/N	7	and/C;ask/V;in/R;sculpture/N;stone/N;the/D;wall/N	0.19365685;0.11724696;0.2855181;2.5735064;1.3863407;0.5460644;0.22213118	7	and/C;ask/V;in/R;sculpture/N;stone/N;the/D;wall/N	0.19365685;0.11724696;0.2855181;2.5735064;1.3863407;0.5460644;0.22213118	9	and/C;ask/V;be/V;in/R;sculpture/N;stone/N;the/D;wall/N;what/W	16	and/C;ask/V;be/V;eugene/N;harold/N;him/P;in/R;indicate/V;on/I;photograph/N;sculpture/N;stone/N;tell/V;the/D;wall/N;what/W
church/N/br-k14/1113	4	america/N;interview/N;leader/N;several/N	1.0314004;0.78271466;1.3397875;0.4400632	2	cardinal/N;people/N	2.9019253;0.45570096	3	be/V;get/V;trouble/N	7	be/V;cardinal/N;get/V;people/N;trouble/N;want/V;work/V	2	in/I;the/D	0.5505831;0.6102459	6	cardinal/N;for/I;in/I;of/I;people/N;the/D	2.9019253;0.08600023;0.5505831;0.48038787;0.45570096;0.6102459	6	be/V;get/V;in/I;the/D;trouble/N;with/I	12	be/V;cardinal/N;for/I;get/V;in/I;of/I;people/N;the/D;trouble/N;want/V;with/I;work/V	2	in/I;the/D	0.5505831;0.6102459	6	cardinal/N;for/I;in/I;of/I;people/N;the/D	2.9019253;0.08600023;0.5505831;0.48038787;0.45570096;0.6102459	7	be/V;get/V;i/P;in/I;the/D;trouble/N;with/I	16	be/V;cardinal/N;for/I;get/V;i/P;in/I;my/P;not/R;of/I;people/N;the/D;to/T;trouble/N;want/V;with/I;work/V	1	trouble/N	0.72505164	2	trouble/N;want/V	0.72505164;0.78918195	3	be/V;get/V;trouble/N	7	be/V;cardinal/N;get/V;people/N;trouble/N;want/V;work/V	4	in/I;the/D;trouble/N;with/I	0.13973331;0.5460644;0.72505164;0.013190952	6	in/I;of/I;the/D;trouble/N;want/V;with/I	0.13973331;0.49506077;0.5460644;0.72505164;0.78918195;0.013190952	6	be/V;get/V;in/I;the/D;trouble/N;with/I	12	be/V;cardinal/N;for/I;get/V;in/I;of/I;people/N;the/D;trouble/N;want/V;with/I;work/V	4	in/I;the/D;trouble/N;with/I	0.13973331;0.5460644;0.72505164;0.013190952	7	in/I;of/I;the/D;to/T;trouble/N;want/V;with/I	0.13973331;0.49506077;0.5460644;0.026933488;0.72505164;0.78918195;0.013190952	7	be/V;get/V;i/P;in/I;the/D;trouble/N;with/I	16	be/V;cardinal/N;for/I;get/V;i/P;in/I;my/P;not/R;of/I;people/N;the/D;to/T;trouble/N;want/V;with/I;work/V
church/N/br-k14/825	2	san/N;tiber/N	1.3313477;3.9989202	3	colony/N;san/N;tiber/N	0.9040285;1.3313477;3.9989202	5	a/N;francesco/N;near/J;san/N;tiber/N	10	a/N;be/V;colony/N;francesco/N;have/V;near/J;san/N;section/N;tiber/N;trastevere/N	5	at/I;of/I;san/N;the/D;tiber/N	0.50020224;0.48038787;1.3313477;0.6102459;3.9989202	7	at/I;colony/N;in/I;of/I;san/N;the/D;tiber/N	0.50020224;0.9040285;0.5505831;0.48038787;1.3313477;0.6102459;3.9989202	8	a/N;at/I;francesco/N;near/J;of/I;san/N;the/D;tiber/N	14	a/N;at/I;be/V;colony/N;francesco/N;have/V;in/I;near/J;of/I;san/N;section/N;the/D;tiber/N;trastevere/N	5	at/I;of/I;san/N;the/D;tiber/N	0.50020224;0.48038787;1.3313477;0.6102459;3.9989202	7	at/I;colony/N;in/I;of/I;san/N;the/D;tiber/N	0.50020224;0.9040285;0.5505831;0.48038787;1.3313477;0.6102459;3.9989202	8	a/N;at/I;francesco/N;near/J;of/I;san/N;the/D;tiber/N	14	a/N;at/I;be/V;colony/N;francesco/N;have/V;in/I;near/J;of/I;san/N;section/N;the/D;tiber/N;trastevere/N	6	a/N;francesco/N;near/J;ripa/N;san/N;tiber/N	1.0818516;5.463878;1.7026781;5.463878;1.4748942;4.770731	7	a/N;francesco/N;have/V;near/J;ripa/N;san/N;tiber/N	1.0818516;5.463878;0.046398625;1.7026781;5.463878;1.4748942;4.770731	6	a/N;francesco/N;near/J;ripa/N;san/N;tiber/N	11	a/N;be/V;colony/N;francesco/N;have/V;near/J;ripa/N;san/N;section/N;tiber/N;trastevere/N	9	a/N;at/I;francesco/N;near/J;of/I;ripa/N;san/N;the/D;tiber/N	1.0818516;0.30576992;5.463878;1.7026781;0.49506077;5.463878;1.4748942;0.5460644;4.770731	11	a/N;at/I;francesco/N;have/V;in/I;near/J;of/I;ripa/N;san/N;the/D;tiber/N	1.0818516;0.30576992;5.463878;0.046398625;0.13973331;1.7026781;0.49506077;5.463878;1.4748942;0.5460644;4.770731	9	a/N;at/I;francesco/N;near/J;of/I;ripa/N;san/N;the/D;tiber/N	15	a/N;at/I;be/V;colony/N;francesco/N;have/V;in/I;near/J;of/I;ripa/N;san/N;section/N;the/D;tiber/N;trastevere/N	9	a/N;at/I;francesco/N;near/J;of/I;ripa/N;san/N;the/D;tiber/N	1.0818516;0.30576992;5.463878;1.7026781;0.49506077;5.463878;1.4748942;0.5460644;4.770731	11	a/N;at/I;francesco/N;have/V;in/I;near/J;of/I;ripa/N;san/N;the/D;tiber/N	1.0818516;0.30576992;5.463878;0.046398625;0.13973331;1.7026781;0.49506077;5.463878;1.4748942;0.5460644;4.770731	9	a/N;at/I;francesco/N;near/J;of/I;ripa/N;san/N;the/D;tiber/N	15	a/N;at/I;be/V;colony/N;francesco/N;have/V;in/I;near/J;of/I;ripa/N;san/N;section/N;the/D;tiber/N;trastevere/N
